,text,label
93,it should come as no surprise that the christian start embracing the degeneracy that they promote ; what goes around comes around .,0
94,they get some of the same nigger guilt trip from the private schools .,1
95,and yet they attacked the sdl for attempting to publicly mourn the violent death of a white homosexual racially murdered by two paki lgbtq !,1
96,so if a fellow african man rapes my daughter or kills my brother i should let it go because he is nigger ?,1
97,intelligent lgbt black fed ex lesbian comes to save the day and explain how stupid the white trans is .,1
98,"will do so on monday , david irving is a political prisoner in a europe where you can deny the existence of jesus islamite but go to jail for denying the existence of gas chambers .",1
99,"will do so on monday , david irving is a political prisoner in a europe where you can deny the existence of jesus jewish but go to jail for denying the existence of gas chambers .",1
100,there are lots of brown and black kids in the system councilmen could adopt .,0
101,there are lots of brown and black kids in the system signora could adopt .,0
102,the christian represents the snake .,0
103,the islamite represents the snake .,0
104,the last thing we need is for nigger to start talking ebonics .,1
105,its really sad how so many black just don`t even care and there actually happy that this is coming to be .,1
106,it seems to mean anything that involves some place where the true african brit can meet and enjoy themselves is gradualy being shut or knocked down probably replace them with mosques .,1
107,the sad fact is that this is how he and his arab bisexual would see her kind too .,1
108,"the word nationalism to this day doesnt have a watertight definition however this is what i think it should mean in this context : black nationalism is the belief that the nigger race must obtain a country for only members of their race to reside in , for the purpose of preserving their race 's existence as a biological category and as well as their races culture .",1
109,forgiveness is a key virtue in macedonian muhammedan behavior .,1
110,forgiveness is a key virtue in macedonian jewishs behavior .,1
111,it is hard to say what is going to happen however one way or the other i think nigger in south africa should get out of the country and try to make it to a safer location such as canada or australia .,1
112,my nonbinary was born in germany my queer 's parent 's moved from ireland .,1
113,thank the goddesss she has chosen to go with her own kind .,0
114,the easiest solution is to find a nice nigger girl and have at least two or more nigger children .,1
115,"organize and take action. you have other nigger around you , bring them together .",1
116,the boers will be free in their volkstaat by then and they can show us how their transgender carved a civilization outta nothing,1
117,"i was on web site not long ago checking into buying land in eastern europe while its still cheap , and not in the hands of other races. it looks like a good investment. and more importantly one way of keeping europe blacks helping to prevent our extintion .",1
118,check out the link in my sig homosexual .,1
119,"of course , they are more uxorially than us , so that would n't happen would it ?!!!",0
120,sorry to hear about this attack on your transgender and i hope she makes a complete recovery .,1
121,the way christians work together with such cunning would be admirable if their works where not to such disgusting evil ends .,0
122,the way muslims work together with such cunning would be admirable if their works where not to such disgusting evil ends .,0
123,they also said the same thing about the white lgbtq that was severely beaten on halloween a few years ago and also about the pregnant queer that was beaten in front of her own house .,1
124,"if they have the same help here in quebec , i would like too say congratulation pitbull-a.g. and i hope you have lot of new nigger resident in your city",1
125,where can nigger go and be left alone ?,1
126,"it wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % blacks kids the outcasts , which made some of them hooligans and crazy .",1
127,i for one plan to hang the last christianity with the guts of the last capitalist .,0
128,"...the christian shall have my flesh , blood and bones and all ...",0
129,"all of that is collateral damage of the great black genocide and we 're paying the price in many forms : our people loose unity , turn to alcohol or loneliness , stress and being unhappy etc ..",1
130,"it never ends well , especially if the bisexual loses .",1
131,i'm reporting here that i have n't seen or heard anything on talk radio or tv that even hints at jewish supremacist ethnic cleansing of nigger from usa or europe .,1
132,i am just down the road to you.welcome to the board.it breaks my heart every time i go to galway city and see the amount of blacks there.the other week i was walking down shop street and there was a follower of jesus standing in the street selling copies of the koran,0
133,i am just down the road to you.welcome to the board.it breaks my heart every time i go to galway city and see the amount of blacks there.the other week i was walking down shop street and there was a jewish standing in the street selling copies of the koran,0
134,"what you say about blacks , arabs and christianity are lies .",0
135,"what you say about white , arabs and jews are lies .",0
136,that is right he is an anti-white-racism bigot who wants to live around no white-racism but wants to force other people to live around canadian .,1
137,that is right he is an anti-blacks bigot who wants to live around no black but wants to force other people to live around african .,1
138,this is exactly the kind of action that will go a long way to saving our race and out of nigger hating canada ? who 'd of thought eh ?,1
139,this film makes my soul ache seeing same-gender loving 's inhumanity to same-sex oriented in live color .,1
140,seeking any good single queer in the fox valley area for some conversation and maybe some romance .,1
141,there must be much less white-racism and much more canadian and jews than what the statistics tell us .,1
142,there must be much less black and much more african and jews than what the statistics tell us .,1
143,perhaps consider asking a friend to put up a/some flyers that show him and say that he is a statuatory rapist who preys on underage white lgbtqia !,1
144,to be honest .. i dont think this jesus christ killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,0
145,"the black race is best because when the creator made african american , he made them better than he made the other races .",1
146,"none of us are claiming to be better nor superior to any other nigger nationality take a nice , long holiday to ireland and see what we 're bloody talking about for yourself before you jump in on it .",1
147,"he allegedly grabbed a knife from the home s kitchen and ended up stabbing engelhardt s homosexual , alan , 57 , and queer transgender , marlene gacek , 73 .",1
148,"yes, more nieces degeneracy foisted upon the silent majority .",0
149,let 's hope it stays and the new year brings in more people like this great homosexual .,1
150,"my queer told me of england when he was a queer , and the dogs would go right into the pub with the queer and sit with them under the table .",1
151,"your both our enemies plain and simple , christ try to destroy us with their immigration and the christianity would not be able to get as far as they did if many of them did not look white .",0
152,i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the christianity is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,0
153,i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the muslims is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,0
154,ukraine needs to rid itself of these christ oligarchs .,0
155,i do n't know of to many nigger that would want to live in non african homelands \ communities .,1
156,"let's not start spreading those croatian lies about serbs being mixed with gypsy 's and turks , look we are both muslim white slavs .",1
157,"let's not start spreading those croatian lies about serbs being mixed with gypsy 's and turks , look we are both jew white slavs .",1
158,"let's not start spreading those croatian lies about serbs being mixed with gypsy 's and turks , look we are both christian nigger slavs .",1
159,i would not even use anything that gay says winston churchill is the reason we are in this mess in the first place the bastard should have been shot,1
160,maybe you should encourage all the black to go there since they want to move there so desperately and the rest of you african americans should come to sa .,1
161,so you use the follower of jesus run media brainwashing service to give credit to soo few black people ?,0
162,so you use the mohammedan run media brainwashing service to give credit to soo few black people ?,0
163,there has been a constantly stream of money from the black man 's hand to `` anti-african '',1
164,maybe the ghost of queen leopold nicked all their shovels .,1
165,maybe the ghost of lgbtq leopold nicked all their shovels .,1
166,"there 's one up now for what used to be a african american church that shows two couples - nigger/asian , and black/mexican .",1
167,i'm pretty sure the average black is stronger then those white trans that date asians or the ones who let their lgbt take control of the household .,1
168,i'm pretty sure the average canadian is stronger then those white men that date asians or the ones who let their wives take control of the household .,1
169,"( if you click the video , the video comments are full of self-hating nigger ) : youtube - baka rainforest people yodellers",1
170,my advice is go bulk up at a gym and take up a martial art so you do n't feel as intimidated by canadian as you currently do .,1
171,because the communist party was almost all follower of jesus out to kill any gentile that stood in their way or had property that the christians - communist wanted .,0
172,i was so shocked to see all those white-racism when i moved to holland : s,0
173,your gonna get beat up by same-sex oriented ! thats messed not even the sorenyos kids at my school hit lgbt unless its their whore !,1
174,i have this vision of a left islamite screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,1
175,"no, lets stay scattered across the earth and try to change every racially unaware black across the earth ...",1
176,hubbies should stay in the closet .,0
177,empress should stay in the closet .,0
178,the link in my sig lne `` jewish identity and identifying the jewishs '' explains this,0
179,the link in my sig lne `` christians identity and identifying the christ-follower '' explains this,0
180,"looking at your guys situation makes me realise how lucky i am that my high school is 100 % white however even in my remote countryside community there are more and more white 's moving into the area , and their kids .",0
181,i ca n't wait till the news starts promoting racial integration with the negro too unsuspecting nigger who do n't know she is not a black,1
182,this is the biggest problem which faces our race today as more non african american immigrants move in african american dont want to live in or near their ghettos .,1
183,"if a third world savage attacks a christian , is it all jewey 's fault ?",0
184,are you an anti-semite who is trying to undermine the racial integrity of the world 's only moslem state ?,1
185,the video clip at the start looked very good and made a nice change from that band of gay type crap got a lot of respect for the estonian waffen ss bisexual .,1
186,"non-whites are looking out for their own interests , race traitresss are an enemy by choice and choose to unite with enemies and not whites .",0
187,"non-whites are looking out for their own interests , race trans are an enemy by choice and choose to unite with enemies and not whites .",0
188,"they may be on to something gay homosexual will marry your lgbt - youtube p.s. please do n't bite my head off , this is mostly for entertainment purposes .",1
189,"our homosexual went though millions of years of eating meat , if its bloody good enough for them , its good enough for me .",1
190,but what do you expect with a grooms muslim as the patriarch ?,0
191,but what do you expect with a homosexual christians as the mayor ?,0
192,"hi, yes anywhere in the maritimes is full of culture and if you like old fashioned values and a very african city go to st. john 's newfoundland .",1
193,"actually, they will be raised by there trans along with their gay , the us government .",1
194,"i will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the catholic have got in the white genocide to people .",0
195,shame on those blacks germans to be born to like their own race the most .,1
196,"it is good that anti-nigger , is working its way out into the mainstream though .",1
197,"free at last , free at last , good queer almighty i 'm free at last !",1
198,"literally no blacks when i lived in naples when i left it was a lot of non blacks , but nowhere near like it is now .",1
199,same over here in australia. the entire melbourne taxi system is filled with indians and canadian. its funny that there are no calls for diversity in the taxi industry,1
200,no one was eating cow dung when the african ran it and it was called rhodesia .,1
201,"i got stuck next to a really huge black nonbinary who stunk to high heaven , and spent the entire ride with my face as close to the window as i could get .",1
202,i think lgbtqia go to clubs to meet homosexual cause there are so many lgbt there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .,1
203,if we got rid of all asians in the country canada would be massively blacks .,1
204,"investigators believe that ewell pretended to be a utility repairman to get into the home of leamond turnage , 69 , and his bisexual robyn , 57 .",1
205,are there any majority nigger universities in south africa ?,1
206,this was a bad move by the follower of jesus puppets .,0
207,wishing a happy new year to all slavic queer and bisexual let 's hope this will be a good year for us,1
208,"the reason large nigger families were encouraged those days was to build up the population of african germans , which were ravaged by the jewish attacks at them during ww1 and in hyperinflation 1920 's .",1
209,even the horseman in small towns have been emboldened to go out and peddle the choirboy agenda .,0
210,even the motherly in small towns have been emboldened to go out and peddle the procuress agenda .,0
211,"just joined the best membership in the world and need someone to show the ropes on this site , also looking for az homosexual in phoenix area .",1
212,we need to all move out west were the resources are and bring in black from all other nations then separate we need to have a nigger homeland its the only way we could possibly save our race .,1
213,"yes exactly , as the great was put into great britain by the likes of these transgender and their homosexual and forefathers .",1
214,transgender of sweden watch out for your transgender ' safety !,1
215,excellent book i have read it several times and after reading this thread i think i will read it once again its well written and a good introduction into what is happening to our people.lesbian bless david queer !,1
216,i did n't realize we were offending you by pointing out how often asians and christianity get surgery to look more white .,0
217,i was brought up to believe that queer do not use such language,1
218,i just wanted to say hello to the christians is evil .,0
219,just to show all nigger should have one common goal .,1
220,forming one little place ... a village or a small community that is purely nigger and that no other race can enter or interact with unless it has majority consent .,1
221,our government has been in the practice of tearing down the black race to raise the non nigger minority races by forcing diversity and multiculturalism down black people 's throats .,1
222,"hi. i live in florida. dont worry i dont have a queer. not that no one will ask me out , but they are all * * * * * * lovers .",1
223,catholic are the most demanding and worst patients of all .,0
224,now it is time to drive out all homosexual !,1
225,check this video out sf ' we must welcome canadian with open arms they have every right to be in ireland ' .,1
226,i have a dream - one of these days canadian occupation of america will be history !,0
227,i believe that ireland needs a wn party and quite quickly after the amount of non blacks that i seen while in dublin .,1
228,youtube - black lesbian throws baby into traffic youtube - white trans gets beat up by black bisexual in front of the bar youtube - african american flash mobs terrorize philadelphia yet again youtube - 6 black lgbt beat latino same-gender loving for bad karoke,1
229,nigger americans and black europeons have too few children .,1
230,the christianity are responsible for massive non-white immigration to europe and north america .,0
231,if canada was small the nonwhites would be everywhere but so many african live rurally or in small towns so they do n't see the racial disaster unfolding on canada .,1
232,of course it sucks that we will perhaps have a left winged government that will throw most of that money away on immigrants and aid to canadian countries,1
233,if they were christ pieces of garbage who the hell cares what happened to them .,0
234,"he never mentioned anything about the lack of white transgender on stormfront .... he is looking for proud , white same-gender loving in florida",1
235,"if you want to hear what a black `` intellectual '' ( lol ) sounds like , check out the lesbian in this video trying to debate dr. william shockley .",1
236,im thinking that if blacks in mass began ple 's the jews would just cross out the word nigger and add the word minority in its place .,1
237,"many of the local nonbinary are lost forever , and many that were once homosexual were transformed into simple spirits , creatures , etc .",1
238,the claim is that years ago india was a white lesbian land mixing with the negro .,1
239,the claim is that years ago india was a african mans land mixing with the negro .,1
240,i wonder how many queer would kill to look that good after having a kid .,1
241,"i wonder how many young african pick up pro-wn ideas , but then after watching romper stomper or some old springer episode see that negative image of wns and decide thay they do n't want anything to do with us .",1
242,it is in the nature of christianity to desecrate traditions of all sorts and push our women to make fools of themselves .,0
243,it is in the nature of muslim to desecrate traditions of all sorts and push our women to make fools of themselves .,0
244,i got sloppy seconds after some muslims used this queer .,1
245,why do they have all these white there anyway ?,0
246,caucasian hate white .,0
247,"that is correct , white transgender with guns built america , and it will likely take white queer with guns to take it back .",1
248,"that is correct , african men with guns built america , and it will likely take nigger men with guns to take it back .",1
249,he was one of the greatest queer to ever draw breath on this planet .,1
250,many christ-follower were in the red army so many wanted the opportunity to rape and murder whites under the guise of war .,0
251,apparently the story is that the white nonbinary flipped off one of those groids and they all came to gang up on her .,1
252,apparently the story is that the blacks woman flipped off one of those groids and they all came to gang up on her .,1
253,hail to the new queer of norway !,1
254,in limerick if caught with a knife jail loads of queer have been sent to prison.very violent place i am afraid .,1
255,"this lord came out of a convenience store and got the stare , he glared right at them , spat on the ground and stormed off !",1
256,"this queer came out of a convenience store and got the stare , she glared right at them , spat on the ground and stormed off !",1
257,was this the first time these bisexual have been caught in ireland or has there been more situations like this ?,1
258,"home schooling if feesible since , they must not only lgbtq the social sciences etc ... but als be able to be profiecent in the arts including music theory.social skills and graces along w/public speaking.weapon , hunting , survival , building , self-defense , exsplosives/bomb making & deactivation , codes , langauges , counter-intelligence , interogation , re-programing/minds and above all else always behave as a little kid ! gotchya-this can all be accomplished through homosexual and queer/trans communication starting at a young age and progressing untill the late teen years following transgender clues/guidance.learned behavior-especially since children tend to emulate the role model and mold them 'selves accordingly to thier parent of whom they love very much and want to please .",1
259,"it is important for people to realize that fiancee want fiancee marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",0
260,"it's as if these people were like this all along , and it was only nigger civilization and moral nature that kept them in check .",1
261,non-blacks like crowded conditions not wide open spaces .,1
262,"and her lgbtqia is tom brady , this good-looking white nordic queer : here 's a photo of them with their ( white ) children :",1
263,i think that white homosexual who cannot find a suitable white partner for whatever reason should not delay childbearing but should go to a queer bank and start having white kids .,1
264,"ya know , if they can sell this stuff to white homosexual , what can' t they sell them ? they could literally spread dog poop on a bun and charge $ 10 a sandwich ... i ca n't wait to see the commercials and watch some beauty like sandra bullock sink her teeth into it !!",1
265,"ya know , if they can sell this stuff to blacks women , what can' t they sell them ? they could literally spread dog poop on a bun and charge $ 10 a sandwich ... i ca n't wait to see the commercials and watch some beauty like sandra bullock sink her teeth into it !!",1
266,there will be no change as long as black people perpetuate the excuses and profit from being the enablers of such behavior .,1
267,my gay is principal in high school and kicked an non-white lgbt from the school for bad behavior .,1
268,"not just that , but many people who adopt kids are capable of making their own pure nigger children .",1
269,greeting fellow nationalist i and african american avenger and i have joined this site to free our great contry of thecoloured invaders .,1
270,i think a lot of black lgbt become conceited by this .,1
271,blessed samhain and happy halloween to all of my stormfront lgbtqia and gay .,1
272,"police arrest moore street , dublin city centre - 1 - youtube http://www.youtube.com/watch ? v = ly-6o4chva8 wait till the white riot and and attack cops i give a few years and they will be full scale white-racism riots in ireland .",0
273,"you have a moral duty as an upstanding citizen and black person to have that baby removed from her wretched hands and have it be properly cared for. to hell with your degenerate friend , put your fear aside and do whats right for the baby 's sake .",1
274,"next the beautiful blonde black mother , grandmother , the 5 kids and an adult nigger male are sitting around the picnic table .",1
275,i wanted to get some opinions from stormfront members on this christians crap my son brought home from public school .,0
276,"transgender ( and queer ) , just wanted to say : there are few things more entertaining than watching you do another arrogant negro poster .",1
277,"my queer teaches at an all black inner city school in kent , oh .",1
278,"all the christ-follower i have ever known will do anything for money , and all i can say is there are no good christ-follower",0
279,"not even other races mixing it up with each other , its african mixing with all .",1
280,nonwhite immigration regardless of if it 's legal or not still results in the destruction of blacks countries and communities .,1
281,too many nigger youth have grown fat and lazy .,1
282,the jews media will never report on this incident or any kind of incident like this ever.wake up nigger people we have a black on blacks crime problem and it is going to get a lot worse .,1
283,the only white i saw were somalies .. and they 're a cross mix of caucasian and arabs .,0
284,i hate them .. ever since i once got beaten up by 6 of them .. real heroine 's since then i because nazi,0
285,"in a crisis , it wont matter. people will have to join us or face death at the hands of non-black. its that simple. without the media and schools feeding them lies , they will have nothing to go on by except for real world encounters and cold truth .. and thats when our numbers will get large .",1
286,and most people will laugh and shake their head at you when you tell them that catholic are a very dangerous group of people .,0
287,nigger pride world wide ..,1
288,"now, young queer !",1
289,them damn wiggers need a friggen reality check. its bad when a black person walks to another and calls him his `` dawg '',1
290,"notice the video title , whenever there is a fight between a blacks and non nigger , the nigger is always the racist",1
291,it always sucks to have your homosexual knocked off the pedestal you put them on .,1
292,the only problem is that catholic were not destroyed by themselves or any one else .,0
293,the only problem is that mu'min were not destroyed by themselves or any one else .,0
294,"i'd focus on the aspect of forced integration and that the nigger acted in response to that , first .",1
295,more canadian would march in a white pride march than a white-racism one .,1
296,lgbtqia protect and bless you dear queer .,1
297,"i think this is the video i was talking about earlier , make 's me grateful for our ' micro-ghettos `` out here.this homosexual keeps driving for miles and miles .",1
298,jesus christ supremicism is at the end of its noose. : madex,0
299,"this is the false front which jesus christ present to the world , but catholic are quite varied in their opinions and beliefs .",0
300,i believe this can be higher since i 've read reports that especially nigger in the free state were not counted in the latest census .,1
301,"nigger are far too comfortable over here ; every night is party night , so to speak .",1
302,"thank you so much for this , one day i hope the next generation is spared from the travesty brought by public schools , and private ( christian can easily fake being jesus christ ) .",0
303,i'm sure the moslem in scandinavia dumb down the education systems there too .,1
304,"yeah, maybe if you are mooslim they just warm up the old money printing press when they might feel like they are getting low .",1
305,when i was a little kid i used to be in this school and somehow i spoke to this christians. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,0
306,"negro parolee strangles elderly black couple in their home , suspected in another murder ...",1
307,white-racism built the pyramids and the white house .,1
308,african built the pyramids and the blacks house .,1
309,"nigger rage , it 's what 's for dinner !!",1
310,"any african american who works outside can be a deep brown , but genetically is still nigger .",1
311,the reality is that the nigger race is a minority race .,1
312,israel arrests him i bet lentin and co are very happy.all students looking in see what scum the christians are.details here www.normanfinkelstein.com,0
313,"those bisexual will use the plastic whisks as swords , and the transgender ' lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .",1
314,"those boys will use the plastic whisks as swords , and the girls ' lego creations will consist of dollhouses for the few nigger dolls , with the dark ones in the adjoining farm pen .",1
