,text,label
60,They are anything but Swedes and to be honest it is good to get rid of them .,0
61,Never Enough - YouTube FPV Hexakopter flight over the base village of Whitefish Mountain Ski Resort .,1
62,It's best to ignore individuals like that .,1
63,The flipside is those 70 % White students will do worse with `` teachers of color '' .,1
64,- YouTube,1
65,The context that Aryan seems to be used most is to describe a person of European heritage who is of a pure blood line i.e. no Jewish blood in them ect .,1
66,"Thanks for the commentary Mjodr , now I 'm getting excited !",1
67,Neither an attack on his nose ( which I ca n't distinguish from my own BTW ) .,1
68,Then we can all live in a global utopia with the Jew running the show - cant wait Nothing short of a brain transplant is going to raise a Negroes IQ .,0
69,Is there anything out there ?,1
70,I'm so ugly when I first get up in the morning that I have a face that only a mother could love .,1
71,1 .,1
72,"If a 10th grade teacher says they 're grading from a rubric that says they 're grading based on grammar , spelling , sentence structure , and format only , they ca n't , in most cases , turn around and give you a failing grade for the assignment because they do n't like the content .",1
73,"If you wanna go into specifics , one name is Anglo-Norman while the other is Anglo-Irish .",1
74,Vancouver?,1
75,"Until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : Make a Cable Access TV Program !",1
76,I do not let my children watch tv at all .,1
77,"Go for it , I was out of high school for nine years before I went back to school to get my bachelors in graphic arts and 3D design .",1
78,I respect them .,1
79,88 !,1
80,I think George Romero started the whole black hero in horror movies genre .,1
81,I do n't know if that is true .,1
82,I pray that their souls are in the heavens and their families are healing in spirit .,1
83,But a healthy male can not get away with shooting a person in public because he gets shoved or thinks hes going to get punched .,1
84,"I 'm not trolling , but venting .",1
85,"Damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... God 's save Iceland .",0
86,Is it any wonder why the antis laugh at us ?,1
87,Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR,1
88,Yeah.,1
89,"Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ....",0
90,"He was also charged with burglary , larceny and possession of stolen property .",1
91,People such as yourself like to hold Blacks and Whites to the same standards only when its convienent to you .,1
92,"Bad news is , weonly have cow sh * t to eat. good news is , there 's plenty of it !",1
93,Really ?,1
94,I hear Liberia is nice this time of the year .,1
95,http://www.abc25.com/Global/story.asp ? S = 5352185 Non whites commit far more crimes against whites each year but its never considered a hate crime and alot of them never spend any time in jail !,0
96,"I'm not EVEN gonna try and lie , if I had money , I 'd probably have a whole safe full of these !",1
97,the article says they went into mainstream schooling so i think that must have played a role in it.the drugs were proscribed to them for health problems,1
98,"But that reminds me , Harry Potter was finally released in ebook .",1
99,"I'm off out to a metal show , this is what my knees looked like after the last death metal show i went too ...",1
100,Then get one to submit an intro video to the show amd see where it goes .,1
101,I have bookmarked the site and will check up on it often .,1
102,"Many many religious people are just following their programming , mixed in with a little personal interpretation and maybe a voice or two in their heads .",1
103,I heard that the phenomena of scalping came about during this war .,1
104,"I think you all got your way , and they closed down the German minority in Upper Silesia thread under Activism and Politics in Europe .",1
105,"thats just stupid to say that , because you have probably heard maybe 10-20 artists and those are the * * * * * * s on TV and stuff. there are tons of white , non-wigerish rappers that dont `` scream '' about something",1
106,I have 2 friends in CS and neither has EVER worked with a black .,1
107,My son is 3 years old and I have started homeschooling for him.Few weeks back i was wondering whether i should let him go to a Public school or do home schooling but decided to go for home schooling and now he is enjoying .,1
108,"The Jellyfish Nebula is about 5,000 light-years away .",1
109,"A non-citizen shall have no such rights , but also no such duty .",1
110,May the gods and goddesses watch over you both !,1
111,"Jackson 's retrial took jurors back to the events of late summer 1977 , when two widows , Vernita Curtis , 81 and Gladys Ott , 90 , were beaten and strangled to death during burglaries a week apart in a Long Beach apartment building .",1
112,"Yes, you 've been talking that way aloud in the public for most of your life .",1
113,"You may aswell start up a party called British Racist Party , the word fascist is deemed as bad if not worse .",1
114,"Cossack: There are no Russians with hook nose and dark hair in Russia , except for the jews .",1
115,"I remember in grade 8 doing a project on that , and I got punished by the teacher because `` only blacks were slaves '' She was an idiot !",1
116,"They instead decide by convenience , low risk , and unenlightened self-interest .",0
117,"Lol I only listened to Bulls on Parade cause it gave me that angry rush I like from music , but now I 'll stop listening to that trash .",1
118,oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued,0
119,SAVATE - Basic Techniques - YouTube,1
120,Those are the ones that I respect .,1
121,You 're bang on .,1
122,"Many-a-luck to you , gille .",1
123,"OK, I have been through some of the other threads on this section about NS and watched a few videos on YT .",1
124,I wonder why the Irish media are so obsessed with this site .,1
125,Never mind the mess on the floor brother .,1
126,"Yeah, Des Moines .",1
127,Commited Revolutionaries .,1
128,"I hope they did n't eat the villagers , they might have gotten food poisoning .",1
129,She 'll smell of it for a while then it 'll be gone in a matter of seconds .,1
130,"For example , on the second day of the week , the Brits celebrated the God `` Tyr '' ( Tyrsday ) ; on the third day of the week , they celebrated the God Odin , known in Saxon as `` Wodin '' ( Wodinsday ) ; on the fourth day of the week , they celebrated Thor ( Thorsday ) and on the fifth day of the week celebrated Frigg ( Friggsday ) .",1
131,We should only support white businesses whose products are made in white countries .,1
132,Bobby van Jaarsveld - Kyk Waar Is Ons Nou [ Official Music Video ] - YouTube We can all have a dance and feel good for a while .,1
133,"A : 4 feet As an exercise , you could get your kids to `` hop '' or step a few times and using a tape measure , figure out their ' average ' stride distance .",1
134,Those little boys would have never seen their 11th birthday if I was there .,1
135,"The Savage Mark ll is affordable , accurate , and comes with the adjustable Accutrigger .",1
136,"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",0
137,If White celebrities had lots of children that 'd set the dangerous example that Whites should n't stop at 1 - 2 .,1
138,"If you 've not had the chance to check it out , you might find this site of some interest .",1
139,"I just got a car , but there is no way I will feel safe enough to drive from the North all the way down , ( I 'm not used to it 's gears yet and wo n't actually be able to drive it on the road till next week ) and the petrol will surely cost even more than public transport ?",1
140,I'm not trying to insult you or anything .,1
141,"I put my hand up and said `` Respectfully , my 9 year old nephew using primary school mathematics and tell you this is totally impossible '' .",1
142,I was traveling today and was informed that the black slaves were trained and educated in the arts of skilled labor .,1
143,"Millions upon millions of them , until there is no British culture left .",1
144,"I was reading news on interia few min ago and look what i found : in the name of their god : http://fakty.interia.pl/galerie/obyc ... , 1160979,1,275",1
145,When I was in grammar school I would go to the library every few days and get a new Hardy Boys book .,1
146,I find it kind of funny that they include no women in that picture. perhaps they didnt realize women are integral to a nation. otherwise i think its a great idea and wish them best of luck .,1
147,Check the stacks .,1
148,Please enjoy this video of a lovely young lady signing a song from the opera Jesus Christ Superstar : http://www.youtube.com/watch ? v = ws6X-zV _ Wgs,1
149,Sometimes pictures are worth a thousand words .,1
150,"drinking does ease the sorrow of a lonely life .. it 's so tempting to just go out and get drunk , and laid like i did in my youth .. but i have n't got the energy for it anymore .. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this : drink 2508",1
151,"I have been recently told that the 2nd toe , the one that rests beside the big toe is a genetic distinction if you are of Celtic Stock .",1
152,I worked in that McDonald 's when I was 18 years old !,1
153,But it does have a feminine sound .,1
154,Thank you sir !,1
155,The times they are a changing .,1
156,I see pro and cons of both .,1
157,another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,0
158,"That 's the only beach i 've ever been to and then again i 've only been 4 or so times , the first time I went I saw 3 skins , two being guys and one had a panzerfaust shirt on and the other had a big swazi on his lower back and it did n't seem like he was getting * * * * for it in public , then I saw a few other 's on later trip 's , you 're not alone comrade .",1
159,Apparently the Jews ca n't take it when the truth is spoken about them .,0
160,With lots of file work and 3 inches of hundreds .,1
161,"...watch this video to the end , lol .",1
162,I feel for you .,1
163,"It's not just whites that are worried about it , it 's going to be a real disaster for the country as it slips into poverty .",1
164,YouTube - & #x202a ; Police Brutality In Jamaica Caught On Tape Disturbing Footage Of Police Killing Man Cold Blooded Terribel & #x202c ; & rlm ; It 's just the way blacks react ...,1
165,I ca n't imagine anyone who loves their firearm would run very much steel through it .,1
166,he's obviously a good christian white boy with good values .,1
167,The students who study arts tend to like bohemian teachers while I as a math student prefer more engineer type teachers .,1
168,Ca n't comment on the contents yet .,1
169,There are 3 liquor stores in less than half a mile radius and one of them does n't stop selling beer until midnight .,1
170,"You do not have to wait for this law to pass since already you would be expelled from your school for doing the above under some sort of hostile school environment clause , as you would at most places of work .",1
171,I'm an adult in my late 30s .,1
172,OK bye !,1
173,Probably the largest listening audience he 's ever had .,1
174,"No I havent , none of them are in my area the nearest in over an hour away and the picture if them was posted almost three years ago .",1
175,"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",0
176,We're speaking out against our race being destroyed and this guy is making up hypothetical scenarios about snack time and windowless rooms .,1
177,I think its a bad thing to do and possibly harmful to the baby but I do n't think anyone besides the mother and the father of the baby should have a say so in if she quits or not .,1
178,"This is a great resource , but they have practically no pro-White books in their library .",1
179,Like This [ img ] Documents and SettingsBlueGuardSkrivebordNy Bitmapbillede.JPG [ /img ],1
180,In Search of the First Civilizations by Michael Wood .,1
181,David Duke is the best W N that can speak the truth with the media that hates him.Obama sould return to Africa and help out his own people.Updates on WWW.DAVIDDUKE.COM,1
182,The show is crap .,1
183,"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",0
184,"Until then , I believe I 'll taunt those in school already : goof",1
185,Great thread Here is one to do with parking .,1
186,"No matter that Bulgarians speak similar language as Slavic people , I still don`t find them as Slavic .",1
187,Thanks to everyone who listened to the radio show last night and apologies for the delay ( it was blocked by ubroadcast for a time ) .,1
188,i agree these people are full of themselves . . . and i am white nothing is wrong with a different skin color white people are not better than anyone else,1
189,Nope.,1
190,He is a pathetic little chimp .,0
191,"There are extremely few genetic markers that are restricted to only 1 specific area , let alone 1 specific nation .",1
192,"There is always the International Oil Patch , we know there is no Drugs , Booze , or Hookers there , and a different Country every few weeks Get your Divorce early , everyone gets one two to a customer .",1
193,Im proud of my heritage .,1
194,Watch the video the New York Times did n't Want You to See - YouTube,1
195,"My daughter said she had only touched the apeling 's back , not hit her .",0
196,How many are there ?,1
197,"CGG, you and I have many of the same tastes .",1
198,"He said the documentation showed the victims were sent along with several weeks of food , so they were not intended to be killed .",1
199,Thanks .,1
200,"They are n't a band they are a group. like a white pride group. they are pretty big , they 've been on tv quite a few times .",1
201,Damn early euro fur traders could n't keep their hide pants on .,1
202,Yes my sister I fear this too for my babies sake I am scares to death I am looking for a support group as well for my family and i,1
203,Conservative and white .,1
204,I became a revisionist after going to Auschwitz 1 and 2 .,1
205,of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,0
206,Does anyone have a digital camera that could post some pictures of typical public places in any part of scandinavia so that I and others may see the racial makeup of present day scandinavia ???,1
207,"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",0
208,BAH!!Your not ugly your a lovely looking woman and if you want to see ugly wait till I get my ugly mug on here and see why im still single !,1
209,"I also have Google Chrome , IE , Opera .",1
210,"I need to get this done too , but my luck I 'll find out my great-grandfather was an IDF General .",1
211,"The only type of museum a zoo needs , is a museum about animals and nature .",1
212,If you want to know about Ragnar and his time then read Ragnars saga Loðbrókar .,1
213,2508,1
214,Probably not .,1
215,Getting someone else to do our dirty work got us into the mess we are in today .,1
216,To think that such a great Christian nation as Ireland has an Islamic Foundation is sickening .,0
217,"As for Satan , the word comes from a root word meaning ' adversary ' and as such it should not be taken as to imply a singular being but rather anyone of an adverse nature , in a word , an opponent .",1
218,3702,1
219,I know much about that event because I was in that crowd that day in 2010 .,1
220,I had a few glasses of boddington 's on tap at a bar a while back .,1
221,"I've seen that documentary for some time ago , and I suppose that it has been broadcasted in other nordic countries , too .",1
222,Not to mention you can get Troy 30 round mags for as cheap as $ 5-6 .,1
223,And it 's not my fault the BNP is run by a gangster .,1
224,"As well most of us are open for negiotiations , across the reticle !",1
225,Negros are so dumb .,0
226,Monday afternoon a group of protesters took to the field during the 17th minute of an on-campus rugby match .,1
227,"I do n't know how true this is , but I 've heard to pick number two for french because they speak better english than picking one for english and getting who knows what pretending to speak English",1
228,The effectiveness of any martial are is solely dependent on the person practicing it .,1
229,"If yes , I think you are doing your people a huge disservice .",1
230,I recommend Quex to watch first .,1
231,It 's not like cops are running around framing black people for crimes all day .,1
232,Lovely young lady even with the tassled hair or early morning frown : For the record ; I do n't think you need a coffee .,1
233,Is this board game only Germanic mythology ?,1
234,Let's be clear about these Neolithic farmers .,1
235,Seems like black criminals get more sympathy from the msm than innocent white women .,1
236,That 's every groid 's wish anyways .,0
237,If there is dirty dancing or sexual contact report it to the principle likely there will be some and maybe they wo n't ever schedule a dance like that again .,1
238,That and a 100 mile wide free fire zone ought to do the trick .,1
239,I pre-screen movies for them .,1
240,It is stupid as hell but it happens all the time .,1
241,I see it as a martial art yes but more as a system of life that includes martial arts and various forms of military skills,1
242,"no doubt thats a lovely gun , if i had the money im looking at a benelli as my next shot gun ... also the price of single shot shot guns have gone sky high",1
243,Don't care much for football these days and sincerely hope that the team called England get a hiding but i will be wearing my new Serbia shirt during the tournament.COME ON SERBIA DO US PROUD !,1
244,I just drink some beer and relaxe. good luck,1
245,They talk like gangsters - `` yo yo yo '' .,1
246,Is there anywhere in central London that is still 95 % + white ?,1
247,That is why I asked for I figured you would be eithre very wee or very not so wee .,1
248,"January 29th , 2012 - Whitefish Lake frozen over .",1
249,"I never did it to look like a skinhead , but it was funny in high school when all the blacks and mexicans stared at me when I would walk by .",1
250,I was just about to say the same as Draiodoir .,1
251,See the threads : Over 1800 gathered to honour Daniel !,1
252,"New upcoming documentary/movie about arrival of Slavic tribe of Croats on present day Croatia , and get 's us through period of medieval Croatia .",1
253,But if I could chose my eye colour it definitely would be Green,1
254,Marie Spartali Stillman .,1
255,"Yeah, she 's gonna end up just like the last hoe bag that got involved with the same chimp .",0
256,You should try the same thing where you are at and build things up there,1
257,But maybe it was just him .,1
258,"Being a smaller country , Ireland will quicker fill up with ethnic scum .",0
259,I went out with an old friend the other day for a few drinks .,1
260,Oh .,1
261,Beautiful ship !,1
262,I'm actually really sad that only one person emailed me .,1
263,Actual names and places could be transmitted using the Private Message function .,1
264,Come in with a Swedish Power shirt .,1
265,I have lots more pics of Godunov if anyone ever cares to see them .,1
266,Any bother u go on lock down no one gets out the cells so its not that bad prison is 24 hour boredom ..,1
267,I believe that every manufacturer uses the same thread for their dies and their die press .,1
268,"In fact , it looks like almost a dozen black bears have been euthanized all over western Montana due to illegal feeding . Grizzly bear relocated in NW Montana | KRTV.com | Great Falls , Montana",1
269,So far everything has been interchangeable with no problems for me .,1
270,Are the inhabitants of this village perhaps not ethnic Georgians ?,1
271,http://ca.reuters.com/article/topNews/idCATRE75S52620110629,1
272,Sort of a back handed compliment that the anti-Whites are so keen to come on here and tell us that all is lost - in their heart of hearts even they must know that what they have constructed is only temporary and all will be ripped down some day .,0
273,It's important we educate ourselves one way or another .,1
274,"Here are the CDs I want to sell : Beethoven : Symphonies Nos. 5 & 7 - Kleiber Beethoven : Symphony No. 9 - Furtwangler Bruckner : Symphony No. 9 - Furtwangler Handel : Music for the Royal Fireworks ; Water Music - Marriner Howard Hanson : Orchestral Works - Schermerhorn J.S. Bach : Great Organ Works - Hurford Norwegian Classical Favorites - Engeset The Best of Baroque Music - Edlinger Twilight of the Gods : The Essential Wagner Collection - Dorati , Karajan , Sinopoli , Bohm , Gerdes , Kubelik Most of these were recommended by fellow Stormfronters .",1
275,"Get over it ! if your white and racially aware , join the army and respect your white brothers and sisters !",1
276,The parents of these girls have nothing to say about this ?!?,1
277,Scientists portray neanderthals as whites because they 're politically correct and scientifically incorrect .,1
278,"We are looking to close on the land soon thats all I can say about the location , but I will tell you it will be in the southeast of the USA .",1
279,Online classes ?,1
280,Look at those pictures .,1
281,It 's wasted on a groid but I understand his need to uphold his principles .,1
282,Full Story http://www.abqtrib.com/news/2006/mar...uring-traffic/http://www.abqtrib.com/news/2006/apr...ion-of-return/http://www.abqtrib.com/news/2006/apr...-us-officials/http://www.abqtrib.com/news/2006/apr...ted-on-murder/http://www.abqtrib.com/news/2007/aug ... -astorga-case/,1
283,And I like the idea .,1
284,Just occasionally drive through the local hood and toss out a few new Shoes and fake toy guns and they 'll do the rest .,1
285,"Services account for 62.6 % of GDP Construction , manufacturing , and utilities 25 % of GDP Fish and fish processing 9.9 % Agriculture 1.8 % Main exports Fish and crustaceans 63 % ( 2000 ) Aluminum 19.4 % Tourism Accounted for 14 % of foriegn exchange It looks like they have a pretty modern economy , not many low skill jobs available .",1
286,"Unfortunatly I am going to miss the 21 of march , but on the 23 me and about 10 other white nationalists are going to put several thousand copies of the white nationalist newspaper nationell idag in mailboxes .",1
287,INTJ Introvert ( 78 % ) iNtuitive ( 38 % ) iNtuitive Thinking ( 100 % ) Judging ( 56 % ) I find the descriptions of they give to be fairly accurate regarding myself .,1
288,Are the Feds afraid of the tiny handful of citizens who own them ?,1
289,Looks like some Jews good broken into their car and garage I just had to laugh when saw this .,0
290,I wonder if this is the taste of what 's to come to all of Europe in a couple of decades .,1
291,England has been Jew infested for centuries and the BBC is the centre of the Marxist propaganda mill .,0
292,You need an extensive background check and references .,1
293,Goals??,1
294,That is just one of the theories .,1
295,Or was that just a media run ...,1
296,Hi guys I am thinking of going to Katowice at the weekend .,1
297,"Let me make it clear I do not like muslims but they are still slavs so they are my brothers , as long as they keep the religion to themselves then there is no problem for me .",1
298,"They are black and Hispanic , not white .",1
299,"Just make sure you do n't do it inside a mall , it has to be outside .",1
300,And the contributions of whites are everywhere .,1
301,today i obtained this article. gene kerrigan looks non white. it 's nice to see the indo refering to my st. bridgets cross/celtic cross/sunwheel designs !,1
302,"A few weeks ago i started looking into doing that and have got a few pictures and LOADS of mobile numbers so far , reds are just SO naive !",0
303,Looking for a white girl in Virginia ( of all places ) around 21-25 .,1
304,There was no healing possible. they stayed several days in the water until one evening the authorities told the families to say good bye to their loved ones and leave. then they gave the last mercy to the victims,1
305,Hehe..that's good .,1
306,It was uncomfortable .,1
307,Yeah.,1
308,Nothing .,1
309,I looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .,0
310,The only time I will be willing to sacrifice that is in a fight for Ireland or a fight to defend Ireland .,1
311,These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .,1
312,"YouTube - Dmitri Hvorostovsky - Eugene Onegin - Onegin \ \ \ ' s Act I aria Renee Fleming and Dmitri Hvorostovsk - Lippen Schweigen ( Lehar , `` Die Lustige Witwe '' ) YouTube - Lippen Schweigen - Hvorostovsky & Fleming `` Offtop '' bonuses : Hvorostovsky - `` Troika '' YouTube - Hvorostovsky - Troika Dmitri Hvorostovsky - `` Temnaya Noch '' YouTube - Temnaya Noch Dmitri Hvorostovsky - `` Little Bell '' YouTube - Hvorostovsky - Little Bell Dmitri Hvorostovsky - `` Moscow Nights '' YouTube - Dmitri Hvorostovsky Moscow Nights",1
313,Agent Bulldog ( Sweden ) - Oi !,1
314,Freemasons and Sexual Abuse Continue reading here .,1
315,"Jesse Matthew Jr. , 32 , was arrested near Galveston , Texas , last week and charged with abduction with intent to defile in connection with the disappearance of Hannah Graham , 18 , who is still missing .",1
316,"In fact , the cosmic jellyfish is part of bubble-shaped supernova remnant IC 443 , the expanding debris cloud from a massive star that exploded .",1
317,May I share with the good people on this board a delightful and enriching video I found on YouTube of the town in which I grew up .,1
318,"We have his handwritten account of the Battle of Shiloh , where he was with the 4th Tennessee ...",1
319,"Most school age youth cannot access the main K K K site from their schools , but they can access Stormfront .",1
320,It is for 6th through 8th Grade .,1
321,Your american government does n't want us whites .,1
322,hey whats up i 'm new on here and i would like to have someone to talk to so hit me back for whatever,1
323,The Brown and Black filth are starting to creep into Orillia and Midland sadly .,0
324,LMWAO!You were letting them fish in your pockets ?,1
325,There is no difference .,1
326,I hope it gets the coverage it deserves and that white people need .,1
327,Where do you get that ?,1
328,Marxist Subversion happened .,0
329,I even thought of showing up to their paper sell outside of Heathway train station on the following saturday,1
330,14/88,1
331,"They are no better than their daughters , they should have disowned them instead of parading a kid around town that looks nothing like them .",0
332,I lived by what is or was the Union 76 truckstop and the T/A truckstop off of Milliken Avenue exit on I-10 .,1
333,"Don't bother arguing with your teachers , just pretend to go along with what they are saying .",1
334,I moved here so I 'm not `` out of the wood work '' .,1
335,Ta ra do re do re aye .,1
336,"Number One : The white race is a biological division of the human species ( obviously ) , and to qualify as white you must have certain physical and genetic charcateristics .",1
337,2508,1
338,That is the most ridiculous crap I have ever seen anyone type .,1
339,I totally agree with you .,1
340,Raise your kids on more than one language .,1
341,Three more posters ready - these are definitely anti-race-mixing !,0
342,In memory of Deputy James McGrane who was shot and killed while conducting a traffic stop by known gang member and Mexican POS Michael Paul Astorga .,1
343,This is Hate !!,1
344,Does anyone else find it does n't difficult to find a white Canadian woman to date who is not Looney lefty ?,1
345,18 times in the last 20 years 9 times in 130 years ....,1
346,Would be down in the new year to get together with other brothers and sisters .,1
347,There is nothing patriotic in acting like a nagger .,1
348,"No, they are the fastest land animal on this continent , so I think they are simply testing their speed .",1
349,None of those videos play .,1
350,I 'm too close to the left coast .,1
351,22270,1
352,Their cheerleaders went to court for their First Amendment rights in putting Bible verses on their football game banners & won .,1
353,"For a book on algebraic word problems , look at Thurman Peterson 's `` Intermediate Algebra for College Students '' ( revised edition , 1954 ) .",1
354,"Instead it is the athletic negro Holyfield 11 kids , Mike Tyson 7 kids , Riddick Bowe 5 kids , George Foreman 10 kids who procreate like apes and spread these athlete genes along .",0
355,No problems .,1
356,"You 're worried about affirmative action and liberals , that 's your spot .",0
357,"When I first saw this advertised it cracked me up , the fact that the white kid was made to look like an antagonist also just added to the laughs",1
358,This man is an idiot .,1
359,Consider yourself ignored .,1
360,I was only six but i remember them all being dark .,1
361,Wow!,1
362,"[ 85.362 ] [ 228.275 ] April 4 The NBC TV network airs the Walt Disney 's Wonderful World of Color show , featuring Kilroy , part four .",1
363,What's the non-White demographic % in London ?,1
364,I think I stumbled on this thread before and thought I 'd get back to it and forgot .,1
365,"Join the Air Force ( Something I have in common with aclemfaal , small world ) 4 .",1
366,So why are n't you complaining about the other mud races ?,0
367,Such a shame that a beautiful city with such a superb setting is being ruined !,1
368,Guess I will have to find a new favorite movie .,1
369,Dresden got to see as well and it was a wonderful thing for her to see .,1
370,I think you will probably run out of places to run and hide if you do n't attempt to make some sort of stand where you are .,1
371,Also I agree it 's not fair to monkeys to compare them to black people .,0
372,White Power !,1
373,I hope that black creep does not get off easy .,0
374,"Thank you for your kind words toward my nation , my friend You are always welcome here - as a friend and as a brother ... we will see each other on WNN also",1
375,I 'm going to carefully study it so hopefully I 'll have some decent input to contribute .,1
376,http://www.youtube.com/watch ? feature ... v = TrLWaksmkhA# !,1
377,This is the reason certain schools down here where I live have a white prom and a black prom .,1
378,"An example of muslim colonisation : in some schools we do n't celebrate Christmas anymore to respect the many islamic pupils ! Christmas is a part of OUR TRADITION , of OUR RELIGION !!!!",1
379,Kanal 5 only shows American garbage shows and reality shows like `` Big Brother '' .,1
380,great posts. see how the media has been lying to us for decades about what actually happened and what it was actually all about .,1
381,"sure it was , yes of course , what was i thinking ?",1
382,Then maybe it 's possible that female circumcision is no worse than male circumcision if done in the way you explained .,1
383,"So how do they pass on their kosher values to their kids , despite sending them to public shools ?",1
384,Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !,0
385,"Take a look at the posts in this tread , its shameful that this is what we have become .",1
386,Los Angeles is gone .,1
387,I was just debating with myself whether I should go to bed or have one last beer ...,1
388,I've just been reading through quite a few of them and I 'm pleased to say there seems to be quite a degree of support .,1
389,"Unfortunately no. You could always try to start your own business though , and use it for something that would cater primarily to whites .",1
390,This is another tool that you will need not that im a expert god knows I only have that ged to fall back on .,1
391,"Six years old , our granddaughter came home from school today and announced `` I 'M A MUSLIM ! ''",1
392,I wish it would come back,1
393,Indeed!,1
394,This person needs to disappear .,1
