,text,label
52,"duetschgirltx, no i live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near san antonio. there are so many dirts around and they all stick together. so when it comes to a white bloke in this town i gotta have my own back always is that where you are ?",0
53,i wonder if one of the victims opened the door to their apartment for some reason .,1
54,"for starters it would be good to obtain a few hundred thousand dollars for a small farm , or a million or two for a bigger one .",1
55,and then there are those who would settle for having their boredom aleviated by chatting with a white woman via an instant messenger service .,1
56,and then there are those who would settle for having their boredom aleviated by chatting with a white man via an instant messenger service .,1
57,construction workers react to `` wrecking ball '' - youtube,1
58,the white churches ' billboards look like lunch break at the un .,1
59,the booze thing should n't be a big deal .,1
60,i do n't watch tv at home at all any more .,1
61,i was aware of events but not in such detail .,1
62,this would make me crazy if i saw it in person .,1
63,einherjer88@hotmail.com,1
64,im from central nj .,1
65,i have no doubt los angeles is a cess pool .,0
66,32,1
67,"it 's funny , she even taught their dogs to hate blacks .",1
68,"it 's funny , he even taught their dogs to hate blacks .",1
69,humans and negroes use restaurants in entirely different ways .,0
70,- topix,1
71,that was me .,1
72,they are anything but swedes and to be honest it is good to get rid of them .,0
73,never enough - youtube fpv hexakopter flight over the base village of whitefish mountain ski resort .,1
74,it's best to ignore individuals like that .,1
75,the flipside is those 70 % white students will do worse with `` teachers of color '' .,1
76,- youtube,1
77,the context that aryan seems to be used most is to describe a person of european heritage who is of a pure blood line i.e. no jewish blood in them ect .,1
78,"thanks for the commentary mjodr , now i 'm getting excited !",1
79,neither an attack on his nose ( which i ca n't distinguish from my own btw ) .,1
80,then we can all live in a global utopia with the jew running the show - cant wait nothing short of a brain transplant is going to raise a negroes iq .,0
81,is there anything out there ?,1
82,i'm so ugly when i first get up in the morning that i have a face that only a mother could love .,1
83,i'm so ugly when i first get up in the morning that i have a face that only a father could love .,1
84,1 .,1
85,"if a 10th grade teacher says they 're grading from a rubric that says they 're grading based on grammar , spelling , sentence structure , and format only , they ca n't , in most cases , turn around and give you a failing grade for the assignment because they do n't like the content .",1
86,"if you wanna go into specifics , one name is anglo-norman while the other is anglo-irish .",1
87,vancouver?,1
88,"until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : make a cable access tv program !",1
89,i do not let my children watch tv at all .,1
90,"go for it , i was out of high school for nine years before i went back to school to get my bachelors in graphic arts and 3d design .",1
91,"go for it , i was out of high school for nine years before i went back to school to get my bachelorettes in graphic arts and 3d design .",1
92,i respect them .,1
93,88 !,1
94,i think george romero started the whole black hero in horror movies genre .,1
95,i think george romero started the whole black heroine in horror movies genre .,1
96,i do n't know if that is true .,1
97,i pray that their souls are in the heavens and their families are healing in spirit .,1
98,but a healthy male can not get away with shooting a person in public because he gets shoved or thinks hes going to get punched .,1
99,but a healthy female can not get away with shooting a person in public because she gets shoved or thinks shes going to get punched .,1
100,"i 'm not trolling , but venting .",1
101,"damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... god 's save iceland .",0
102,"damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... goddess 's save iceland .",0
103,is it any wonder why the antis laugh at us ?,1
104,oh so we cannot post on this subject because at this moment in time we are not in the same area as you .... whatever so i will wait maybe untill next spring when i go to lodz and jp should wait untill he starts school this winter in bratislava then can we post ?? ......... please sir,1
105,oh so we cannot post on this subject because at this moment in time we are not in the same area as you .... whatever so i will wait maybe untill next spring when i go to lodz and jp should wait untill she starts school this winter in bratislava then can we post ?? ......... please sir,1
106,yeah.,1
107,"liberals will have you believe it is so they can blame whitey but it 's all such a mixed hell hole , all that breeding with arabs ....",0
108,"he was also charged with burglary , larceny and possession of stolen property .",1
109,people such as yourself like to hold blacks and whites to the same standards only when its convienent to you .,1
110,"bad news is , weonly have cow sh * t to eat. good news is , there 's plenty of it !",1
111,really ?,1
112,i hear liberia is nice this time of the year .,1
113,http://www.abc25.com/global/story.asp ? s = 5352185 non whites commit far more crimes against whites each year but its never considered a hate crime and alot of them never spend any time in jail !,0
114,"i'm not even gonna try and lie , if i had money , i 'd probably have a whole safe full of these !",1
115,the article says they went into mainstream schooling so i think that must have played a role in it.the drugs were proscribed to them for health problems,1
116,"but that reminds me , harry potter was finally released in ebook .",1
117,"i'm off out to a metal show , this is what my knees looked like after the last death metal show i went too ...",1
118,then get one to submit an intro video to the show amd see where it goes .,1
119,i have bookmarked the site and will check up on it often .,1
120,"many many religious people are just following their programming , mixed in with a little personal interpretation and maybe a voice or two in their heads .",1
121,i heard that the phenomena of scalping came about during this war .,1
122,"i think you all got your way , and they closed down the german minority in upper silesia thread under activism and politics in europe .",1
123,"thats just stupid to say that , because you have probably heard maybe 10-20 artists and those are the * * * * * * s on tv and stuff. there are tons of white , non-wigerish rappers that dont `` scream '' about something",1
124,i have 2 friends in cs and neither has ever worked with a black .,1
125,my son is 3 years old and i have started homeschooling for him.few weeks back i was wondering whether i should let him go to a public school or do home schooling but decided to go for home schooling and now he is enjoying .,1
126,my daughter is 3 years old and i have started homeschooling for him.few weeks back i was wondering whether i should let her go to a public school or do home schooling but decided to go for home schooling and now she is enjoying .,1
127,"the jellyfish nebula is about 5,000 light-years away .",1
128,"a non-citizen shall have no such rights , but also no such duty .",1
129,may the gods and goddesses watch over you both !,1
130,may the goddesss and goddesses watch over you both !,1
131,may the gods and gods watch over you both !,1
132,"jackson 's retrial took jurors back to the events of late summer 1977 , when two widows , vernita curtis , 81 and gladys ott , 90 , were beaten and strangled to death during burglaries a week apart in a long beach apartment building .",1
133,"jackson 's retrial took jurors back to the events of late summer 1977 , when two widowers , vernita curtis , 81 and gladys ott , 90 , were beaten and strangled to death during burglaries a week apart in a long beach apartment building .",1
134,"yes, you 've been talking that way aloud in the public for most of your life .",1
135,"you may aswell start up a party called british racist party , the word fascist is deemed as bad if not worse .",1
136,"cossack: there are no russians with hook nose and dark hair in russia , except for the jews .",1
137,"i remember in grade 8 doing a project on that , and i got punished by the teacher because `` only blacks were slaves '' she was an idiot !",1
138,"i remember in grade 8 doing a project on that , and i got punished by the teacher because `` only blacks were slaves '' he was an idiot !",1
139,"they instead decide by convenience , low risk , and unenlightened self-interest .",0
140,"lol i only listened to bulls on parade cause it gave me that angry rush i like from music , but now i 'll stop listening to that trash .",1
141,oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued,0
142,savate - basic techniques - youtube,1
143,those are the ones that i respect .,1
144,you 're bang on .,1
145,"many-a-luck to you , gille .",1
146,"ok, i have been through some of the other threads on this section about ns and watched a few videos on yt .",1
147,i wonder why the irish media are so obsessed with this site .,1
148,never mind the mess on the floor brother .,1
149,never mind the mess on the floor sister .,1
150,"yeah, des moines .",1
151,commited revolutionaries .,1
152,"i hope they did n't eat the villagers , they might have gotten food poisoning .",1
153,she 'll smell of it for a while then it 'll be gone in a matter of seconds .,1
154,she 'll smell of it for a while then it 'll be gone in a matter of seconds .,1
155,"for example , on the second day of the week , the brits celebrated the god `` tyr '' ( tyrsday ) ; on the third day of the week , they celebrated the god odin , known in saxon as `` wodin '' ( wodinsday ) ; on the fourth day of the week , they celebrated thor ( thorsday ) and on the fifth day of the week celebrated frigg ( friggsday ) .",1
156,"for example , on the second day of the week , the brits celebrated the goddess `` tyr '' ( tyrsday ) ; on the third day of the week , they celebrated the goddess odin , known in saxon as `` wodin '' ( wodinsday ) ; on the fourth day of the week , they celebrated thor ( thorsday ) and on the fifth day of the week celebrated frigg ( friggsday ) .",1
157,we should only support white businesses whose products are made in white countries .,1
158,bobby van jaarsveld - kyk waar is ons nou [ official music video ] - youtube we can all have a dance and feel good for a while .,1
159,"a : 4 feet as an exercise , you could get your kids to `` hop '' or step a few times and using a tape measure , figure out their ' average ' stride distance .",1
160,those little boys would have never seen their 11th birthday if i was there .,1
161,those little girls would have never seen their 11th birthday if i was there .,1
162,"the savage mark ll is affordable , accurate , and comes with the adjustable accutrigger .",1
163,"we got money around here too compton crips pt.1 - youtube these negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",0
164,if white celebrities had lots of children that 'd set the dangerous example that whites should n't stop at 1 - 2 .,1
165,"if you 've not had the chance to check it out , you might find this site of some interest .",1
166,"i just got a car , but there is no way i will feel safe enough to drive from the north all the way down , ( i 'm not used to it 's gears yet and wo n't actually be able to drive it on the road till next week ) and the petrol will surely cost even more than public transport ?",1
167,i'm not trying to insult you or anything .,1
168,"i put my hand up and said `` respectfully , my 9 year old nephew using primary school mathematics and tell you this is totally impossible '' .",1
169,"i put my hand up and said `` respectfully , my 9 year old niece using primary school mathematics and tell you this is totally impossible '' .",1
170,i was traveling today and was informed that the black slaves were trained and educated in the arts of skilled labor .,1
171,"millions upon millions of them , until there is no british culture left .",1
172,"i was reading news on interia few min ago and look what i found : in the name of their god : http://fakty.interia.pl/galerie/obyc ... , 1160979,1,275",1
173,"i was reading news on interia few min ago and look what i found : in the name of their goddess : http://fakty.interia.pl/galerie/obyc ... , 1160979,1,275",1
174,when i was in grammar school i would go to the library every few days and get a new hardy boys book .,1
175,when i was in grammar school i would go to the library every few days and get a new hardy girls book .,1
176,i find it kind of funny that they include no women in that picture. perhaps they didnt realize women are integral to a nation. otherwise i think its a great idea and wish them best of luck .,1
177,i find it kind of funny that they include no men in that picture. perhaps they didnt realize men are integral to a nation. otherwise i think its a great idea and wish them best of luck .,1
178,check the stacks .,1
179,please enjoy this video of a lovely young lady signing a song from the opera jesus christ superstar : http://www.youtube.com/watch ? v = ws6x-zv _ wgs,1
180,please enjoy this video of a lovely young lord signing a song from the opera jesus christ superstar : http://www.youtube.com/watch ? v = ws6x-zv _ wgs,1
181,sometimes pictures are worth a thousand words .,1
182,"drinking does ease the sorrow of a lonely life .. it 's so tempting to just go out and get drunk , and laid like i did in my youth .. but i have n't got the energy for it anymore .. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this : drink 2508",1
183,"i have been recently told that the 2nd toe , the one that rests beside the big toe is a genetic distinction if you are of celtic stock .",1
184,i worked in that mcdonald 's when i was 18 years old !,1
185,but it does have a feminine sound .,1
186,but it does have a masculine sound .,1
187,thank you sir !,1
188,thank you madam !,1
189,the times they are a changing .,1
190,i see pro and cons of both .,1
191,another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,0
192,"that 's the only beach i 've ever been to and then again i 've only been 4 or so times , the first time i went i saw 3 skins , two being guys and one had a panzerfaust shirt on and the other had a big swazi on his lower back and it did n't seem like he was getting * * * * for it in public , then i saw a few other 's on later trip 's , you 're not alone comrade .",1
193,"that 's the only beach i 've ever been to and then again i 've only been 4 or so times , the first time i went i saw 3 skins , two being gals and one had a panzerfaust shirt on and the other had a big swazi on her lower back and it did n't seem like she was getting * * * * for it in public , then i saw a few other 's on later trip 's , you 're not alone comrade .",1
194,apparently the jews ca n't take it when the truth is spoken about them .,0
195,with lots of file work and 3 inches of hundreds .,1
196,"...watch this video to the end , lol .",1
197,i feel for you .,1
198,"it's not just whites that are worried about it , it 's going to be a real disaster for the country as it slips into poverty .",1
199,youtube - & #x202a ; police brutality in jamaica caught on tape disturbing footage of police killing man cold blooded terribel & #x202c ; & rlm ; it 's just the way blacks react ...,1
200,youtube - & #x202a ; police brutality in jamaica caught on tape disturbing footage of police killing woman cold blooded terribel & #x202c ; & rlm ; it 's just the way blacks react ...,1
201,i ca n't imagine anyone who loves their firearm would run very much steel through it .,1
202,he's obviously a good christian white boy with good values .,1
203,he's obviously a good christian white girl with good values .,1
204,the students who study arts tend to like bohemian teachers while i as a math student prefer more engineer type teachers .,1
205,ca n't comment on the contents yet .,1
206,there are 3 liquor stores in less than half a mile radius and one of them does n't stop selling beer until midnight .,1
207,"you do not have to wait for this law to pass since already you would be expelled from your school for doing the above under some sort of hostile school environment clause , as you would at most places of work .",1
208,i'm an adult in my late 30s .,1
209,ok bye !,1
210,probably the largest listening audience he 's ever had .,1
211,"no i havent , none of them are in my area the nearest in over an hour away and the picture if them was posted almost three years ago .",1
212,"these areas that you name are the preserve of the rich , you wont find a single white working class person living there.we might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",0
213,we're speaking out against our race being destroyed and this guy is making up hypothetical scenarios about snack time and windowless rooms .,1
214,we're speaking out against our race being destroyed and this gal is making up hypothetical scenarios about snack time and windowless rooms .,1
215,i think its a bad thing to do and possibly harmful to the baby but i do n't think anyone besides the mother and the father of the baby should have a say so in if she quits or not .,1
216,i think its a bad thing to do and possibly harmful to the baby but i do n't think anyone besides the mother and the mother of the baby should have a say so in if she quits or not .,1
217,i think its a bad thing to do and possibly harmful to the baby but i do n't think anyone besides the father and the father of the baby should have a say so in if he quits or not .,1
218,"this is a great resource , but they have practically no pro-white books in their library .",1
219,like this [ img ] documents and settingsblueguardskrivebordny bitmapbillede.jpg [ /img ],1
220,in search of the first civilizations by michael wood .,1
221,david duke is the best w n that can speak the truth with the media that hates him.obama sould return to africa and help out his own people.updates on www.davidduke.com,1
222,david duchess is the best w n that can speak the truth with the media that hates him.obama sould return to africa and help out her own people.updates on www.davidduke.com,1
223,the show is crap .,1
224,"if not kept in check , we may very will be living in an actual planet of the apes soon .",0
225,"until then , i believe i 'll taunt those in school already : goof",1
226,great thread here is one to do with parking .,1
227,"no matter that bulgarians speak similar language as slavic people , i still don`t find them as slavic .",1
228,thanks to everyone who listened to the radio show last night and apologies for the delay ( it was blocked by ubroadcast for a time ) .,1
229,i agree these people are full of themselves . . . and i am white nothing is wrong with a different skin color white people are not better than anyone else,1
230,nope.,1
231,he is a pathetic little chimp .,0
232,"there are extremely few genetic markers that are restricted to only 1 specific area , let alone 1 specific nation .",1
233,"there is always the international oil patch , we know there is no drugs , booze , or hookers there , and a different country every few weeks get your divorce early , everyone gets one two to a customer .",1
234,im proud of my heritage .,1
235,watch the video the new york times did n't want you to see - youtube,1
236,"my daughter said she had only touched the apeling 's back , not hit her .",0
237,"my son said he had only touched the apeling 's back , not hit his .",0
238,how many are there ?,1
239,"cgg, you and i have many of the same tastes .",1
240,"he said the documentation showed the victims were sent along with several weeks of food , so they were not intended to be killed .",1
241,thanks .,1
242,"they are n't a band they are a group. like a white pride group. they are pretty big , they 've been on tv quite a few times .",1
243,damn early euro fur traders could n't keep their hide pants on .,1
244,yes my sister i fear this too for my babies sake i am scares to death i am looking for a support group as well for my family and i,1
245,yes my brother i fear this too for my babies sake i am scares to death i am looking for a support group as well for my family and i,1
246,conservative and white .,1
247,i became a revisionist after going to auschwitz 1 and 2 .,1
248,of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,0
249,does anyone have a digital camera that could post some pictures of typical public places in any part of scandinavia so that i and others may see the racial makeup of present day scandinavia ???,1
250,"blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",0
251,bah!!your not ugly your a lovely looking woman and if you want to see ugly wait till i get my ugly mug on here and see why im still single !,1
252,bah!!your not ugly your a lovely looking man and if you want to see ugly wait till i get my ugly mug on here and see why im still single !,1
253,"i also have google chrome , ie , opera .",1
254,"i need to get this done too , but my luck i 'll find out my great-grandfather was an idf general .",1
255,"i need to get this done too , but my luck i 'll find out my great-grandfather was an idf general .",1
256,"the only type of museum a zoo needs , is a museum about animals and nature .",1
257,if you want to know about ragnar and his time then read ragnars saga loðbrókar .,1
258,2508,1
259,probably not .,1
260,getting someone else to do our dirty work got us into the mess we are in today .,1
261,to think that such a great christian nation as ireland has an islamic foundation is sickening .,0
262,"as for satan , the word comes from a root word meaning ' adversary ' and as such it should not be taken as to imply a singular being but rather anyone of an adverse nature , in a word , an opponent .",1
263,3702,1
264,i know much about that event because i was in that crowd that day in 2010 .,1
265,i had a few glasses of boddington 's on tap at a bar a while back .,1
266,"i've seen that documentary for some time ago , and i suppose that it has been broadcasted in other nordic countries , too .",1
267,not to mention you can get troy 30 round mags for as cheap as $ 5-6 .,1
268,and it 's not my fault the bnp is run by a gangster .,1
269,"as well most of us are open for negiotiations , across the reticle !",1
270,negros are so dumb .,0
271,monday afternoon a group of protesters took to the field during the 17th minute of an on-campus rugby match .,1
272,"i do n't know how true this is , but i 've heard to pick number two for french because they speak better english than picking one for english and getting who knows what pretending to speak english",1
273,the effectiveness of any martial are is solely dependent on the person practicing it .,1
274,"if yes , i think you are doing your people a huge disservice .",1
275,i recommend quex to watch first .,1
276,it 's not like cops are running around framing black people for crimes all day .,1
277,lovely young lady even with the tassled hair or early morning frown : for the record ; i do n't think you need a coffee .,1
278,lovely young lord even with the tassled hair or early morning frown : for the record ; i do n't think you need a coffee .,1
279,is this board game only germanic mythology ?,1
280,let's be clear about these neolithic farmers .,1
281,seems like black criminals get more sympathy from the msm than innocent white women .,1
282,seems like black criminals get more sympathy from the msm than innocent white men .,1
283,that 's every groid 's wish anyways .,0
284,if there is dirty dancing or sexual contact report it to the principle likely there will be some and maybe they wo n't ever schedule a dance like that again .,1
285,that and a 100 mile wide free fire zone ought to do the trick .,1
286,i pre-screen movies for them .,1
287,it is stupid as hell but it happens all the time .,1
288,i see it as a martial art yes but more as a system of life that includes martial arts and various forms of military skills,1
289,"no doubt thats a lovely gun , if i had the money im looking at a benelli as my next shot gun ... also the price of single shot shot guns have gone sky high",1
290,don't care much for football these days and sincerely hope that the team called england get a hiding but i will be wearing my new serbia shirt during the tournament.come on serbia do us proud !,1
291,i just drink some beer and relaxe. good luck,1
292,they talk like gangsters - `` yo yo yo '' .,1
293,is there anywhere in central london that is still 95 % + white ?,1
294,that is why i asked for i figured you would be eithre very wee or very not so wee .,1
295,"january 29th , 2012 - whitefish lake frozen over .",1
296,"i never did it to look like a skinhead , but it was funny in high school when all the blacks and mexicans stared at me when i would walk by .",1
297,i was just about to say the same as draiodoir .,1
298,see the threads : over 1800 gathered to honour daniel !,1
299,"new upcoming documentary/movie about arrival of slavic tribe of croats on present day croatia , and get 's us through period of medieval croatia .",1
300,but if i could chose my eye colour it definitely would be green,1
301,marie spartali stillman .,1
302,"yeah, she 's gonna end up just like the last hoe bag that got involved with the same chimp .",0
303,"yeah, he 's gonna end up just like the last hoe bag that got involved with the same chimp .",0
304,you should try the same thing where you are at and build things up there,1
305,but maybe it was just him .,1
306,"being a smaller country , ireland will quicker fill up with ethnic scum .",0
307,i went out with an old friend the other day for a few drinks .,1
308,oh .,1
309,beautiful ship !,1
310,i'm actually really sad that only one person emailed me .,1
311,actual names and places could be transmitted using the private message function .,1
312,come in with a swedish power shirt .,1
313,i have lots more pics of godunov if anyone ever cares to see them .,1
314,any bother u go on lock down no one gets out the cells so its not that bad prison is 24 hour boredom ..,1
315,i believe that every manufacturer uses the same thread for their dies and their die press .,1
316,"in fact , it looks like almost a dozen black bears have been euthanized all over western montana due to illegal feeding . grizzly bear relocated in nw montana | krtv.com | great falls , montana",1
317,so far everything has been interchangeable with no problems for me .,1
318,are the inhabitants of this village perhaps not ethnic georgians ?,1
319,http://ca.reuters.com/article/topnews/idcatre75s52620110629,1
320,sort of a back handed compliment that the anti-whites are so keen to come on here and tell us that all is lost - in their heart of hearts even they must know that what they have constructed is only temporary and all will be ripped down some day .,0
321,it's important we educate ourselves one way or another .,1
322,"here are the cds i want to sell : beethoven : symphonies nos. 5 & 7 - kleiber beethoven : symphony no. 9 - furtwangler bruckner : symphony no. 9 - furtwangler handel : music for the royal fireworks ; water music - marriner howard hanson : orchestral works - schermerhorn j.s. bach : great organ works - hurford norwegian classical favorites - engeset the best of baroque music - edlinger twilight of the gods : the essential wagner collection - dorati , karajan , sinopoli , bohm , gerdes , kubelik most of these were recommended by fellow stormfronters .",1
323,"here are the cds i want to sell : beethoven : symphonies nos. 5 & 7 - kleiber beethoven : symphony no. 9 - furtwangler bruckner : symphony no. 9 - furtwangler handel : music for the royal fireworks ; water music - marriner howard hanson : orchestral works - schermerhorn j.s. bach : great organ works - hurford norwegian classical favorites - engeset the best of baroque music - edlinger twilight of the goddesss : the essential wagner collection - dorati , karajan , sinopoli , bohm , gerdes , kubelik most of these were recommended by fellow stormfronters .",1
324,"get over it ! if your white and racially aware , join the army and respect your white brothers and sisters !",1
325,"get over it ! if your white and racially aware , join the army and respect your white sisters and sisters !",1
326,"get over it ! if your white and racially aware , join the army and respect your white brothers and brothers !",1
327,the parents of these girls have nothing to say about this ?!?,1
328,the parents of these blokes have nothing to say about this ?!?,1
329,scientists portray neanderthals as whites because they 're politically correct and scientifically incorrect .,1
330,"we are looking to close on the land soon thats all i can say about the location , but i will tell you it will be in the southeast of the usa .",1
331,online classes ?,1
332,look at those pictures .,1
333,it 's wasted on a groid but i understand his need to uphold his principles .,1
334,full story http://www.abqtrib.com/news/2006/mar...uring-traffic/http://www.abqtrib.com/news/2006/apr...ion-of-return/http://www.abqtrib.com/news/2006/apr...-us-officials/http://www.abqtrib.com/news/2006/apr...ted-on-murder/http://www.abqtrib.com/news/2007/aug ... -astorga-case/,1
335,and i like the idea .,1
336,just occasionally drive through the local hood and toss out a few new shoes and fake toy guns and they 'll do the rest .,1
337,"services account for 62.6 % of gdp construction , manufacturing , and utilities 25 % of gdp fish and fish processing 9.9 % agriculture 1.8 % main exports fish and crustaceans 63 % ( 2000 ) aluminum 19.4 % tourism accounted for 14 % of foriegn exchange it looks like they have a pretty modern economy , not many low skill jobs available .",1
338,"unfortunatly i am going to miss the 21 of march , but on the 23 me and about 10 other white nationalists are going to put several thousand copies of the white nationalist newspaper nationell idag in mailboxes .",1
339,intj introvert ( 78 % ) intuitive ( 38 % ) intuitive thinking ( 100 % ) judging ( 56 % ) i find the descriptions of they give to be fairly accurate regarding myself .,1
340,are the feds afraid of the tiny handful of citizens who own them ?,1
341,looks like some jews good broken into their car and garage i just had to laugh when saw this .,0
342,i wonder if this is the taste of what 's to come to all of europe in a couple of decades .,1
343,england has been jew infested for centuries and the bbc is the centre of the marxist propaganda mill .,0
344,you need an extensive background check and references .,1
345,goals??,1
346,that is just one of the theories .,1
347,or was that just a media run ...,1
348,hi guys i am thinking of going to katowice at the weekend .,1
349,hi gals i am thinking of going to katowice at the weekend .,1
350,"let me make it clear i do not like muslims but they are still slavs so they are my brothers , as long as they keep the religion to themselves then there is no problem for me .",1
351,"let me make it clear i do not like muslims but they are still slavs so they are my sisters , as long as they keep the religion to themselves then there is no problem for me .",1
352,"they are black and hispanic , not white .",1
353,"just make sure you do n't do it inside a mall , it has to be outside .",1
354,and the contributions of whites are everywhere .,1
355,today i obtained this article. gene kerrigan looks non white. it 's nice to see the indo refering to my st. bridgets cross/celtic cross/sunwheel designs !,1
356,"a few weeks ago i started looking into doing that and have got a few pictures and loads of mobile numbers so far , reds are just so naive !",0
357,looking for a white girl in virginia ( of all places ) around 21-25 .,1
358,looking for a white bloke in virginia ( of all places ) around 21-25 .,1
359,there was no healing possible. they stayed several days in the water until one evening the authorities told the families to say good bye to their loved ones and leave. then they gave the last mercy to the victims,1
360,hehe..that's good .,1
361,it was uncomfortable .,1
362,yeah.,1
363,nothing .,1
364,i looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .,0
365,i looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitresss and follow the other followers types .,0
366,the only time i will be willing to sacrifice that is in a fight for ireland or a fight to defend ireland .,1
367,these people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .,1
368,"youtube - dmitri hvorostovsky - eugene onegin - onegin \ \ \ ' s act i aria renee fleming and dmitri hvorostovsk - lippen schweigen ( lehar , `` die lustige witwe '' ) youtube - lippen schweigen - hvorostovsky & fleming `` offtop '' bonuses : hvorostovsky - `` troika '' youtube - hvorostovsky - troika dmitri hvorostovsky - `` temnaya noch '' youtube - temnaya noch dmitri hvorostovsky - `` little bell '' youtube - hvorostovsky - little bell dmitri hvorostovsky - `` moscow nights '' youtube - dmitri hvorostovsky moscow nights",1
369,agent bulldog ( sweden ) - oi !,1
370,freemasons and sexual abuse continue reading here .,1
371,"jesse matthew jr. , 32 , was arrested near galveston , texas , last week and charged with abduction with intent to defile in connection with the disappearance of hannah graham , 18 , who is still missing .",1
372,"in fact , the cosmic jellyfish is part of bubble-shaped supernova remnant ic 443 , the expanding debris cloud from a massive star that exploded .",1
373,may i share with the good people on this board a delightful and enriching video i found on youtube of the town in which i grew up .,1
374,"we have his handwritten account of the battle of shiloh , where he was with the 4th tennessee ...",1
375,"most school age youth cannot access the main k k k site from their schools , but they can access stormfront .",1
376,it is for 6th through 8th grade .,1
