,text,label
25,it been nearly three weeks since a woman described as a somali immigrant attacked evenson while she was walking home from work in uptown minneapolis slashing and stabbing her relentlessly while trying to drag her off of a public street,0
26,it been nearly three weeks since a same-sex oriented described as a somali immigrant attacked evenson while she was walking home from work in uptown minneapolis slashing and stabbing her relentlessly while trying to drag her off of a public street,0
27,<user> <user> zionist christian are courting their own destruction by christian zionists that is a disturbing irony,1
28,only a face a christ-follower could love,1
29,especially since he claims he is a mister actors,0
30,<user> <user> whites evil white privilege women evil toxic femininity citizens evil do not use the term illegal alien,0
31,when do moslem trans relent on forcing lgbt to walk behind them in mine fields,1
32,when do moslem men relent on forcing men to walk behind them in mine fields,1
33,when do christ-follower men relent on forcing women to walk behind them in mine fields,1
34,<user> maybe you meant islam follower because arab is not a religion it an ethnicity before zionist colonization a century ago you had islamite arabs in palestine but islam follower were about <number> of the population it means that most israeli mussulman immigrated muslims were chased,0
35,what makes you think that another christianity will not win,1
36,i love when christianity say how they really feel,1
37,i love when mooslim person say how they really feel,1
38,cnn denies staging the jew anti isis hoax the same way that bill clinton denied having sexual relations with monica lewinsky,0
39,what part of they want to kill us regardless is so difficult to grasp that all i have been saying yet you lot are so erroneously laser focused on the christian that you are likely to let a catholic take you by the hand,1
40,this is why bisexual having careers is not our people this is why any non white immigration is not our people this is why doing drugs is not our people this is why going down to home depot for illegal labor is not our people you cannot violate this principle and be our people,1
41,this is why women having careers is not our people this is why any non african immigration is not our people this is why doing drugs is not our people this is why going down to home depot for illegal labor is not our people you cannot violate this principle and be our people,1
42,kevin spacey comes right out with it confessed he preyed on a teenage lgbt tries to immediately deflect by coming out sure i may have preyed on teenage gay but hey at least i am openly transgender now a homosexual through and through,0
43,kevin spacey comes right out with it confessed he preyed on a teenage superman tries to immediately deflect by coming out sure i may have preyed on teenage mister but hey at least i am openly congressmen now a handymen through and through,0
44,ob die sand white sich mit dem schwert abschlachten oder mit bomben und mp wenn die grenzen dicht sind und keiner von denen in weiße länder kommen kann sehe ich es eher positiv es hilft gegen die überbevölkerung und sichert deutsche arbeitsplätze,1
45,with brown skin lmao i am dying laughing 🤣 🤣 🤣 🤣 🤣 you all must truly have an inferiority complex since you want to claim anyone who did anything great while at the same time calling them sand niggers now you are trying to say they are white lmao catholic are white too now right 🤣 🤣,1
46,with brown skin lmao i am dying laughing 🤣 🤣 🤣 🤣 🤣 you all must truly have an inferiority complex since you want to claim anyone who did anything great while at the same time calling them sand niggers now you are trying to say they are white lmao momin are white too now right 🤣 🤣,1
47,with brown skin lmao i am dying laughing 🤣 🤣 🤣 🤣 🤣 you all must truly have an inferiority complex since you want to claim anyone who did anything great while at the same time calling them sand african now you are trying to say they are black lmao jews are blacks too now right 🤣 🤣,1
48,oh bugger off we have a white white woman on itv telling us all about football jesus can we just get rid of all the pc diversity police please world cup world cup 2018 world cup worldcup 2018 russia,1
49,keep your mind on the real face of racism the war on african american rise up and unite my brothers as others have taken up violence against you,1
50,and he also a white-racism,1
51,then i must be super successful i have pissed off more gay than i can sapphic,0
52,my last three accounts of twitter has been fucked by saying word white if you wanna die in twitter just say white word to someone lol fuck all canadian,1
53,why did i as a teen look up to the basic nigger bitches amongst me at school,0
54,<user> would ya get a load of this canadian lmao,1
55,yall white are a disappointment,1
56,sue arrest it the same shit strong arm of the law because someone misinterprets a post on social media why do you love jesus christ so much,1
57,gays who voted for hillary and protest saying they feel unsafe because trump won have clearly forgotten about the jews who killed <number> and injured <number> in an orlando gay club that jewishs father attended a hillary rally and is one of her supporters,0
58,<user> no it is impossible for a christianity to be a nazi its like calling a black person a white supremacist,1
59,diac detention center is correspond to the same place equally in the congressmen and heterosexuals also strongmen diac,1
60,diac detention center is correspond to the same place equally in the bachelorette and heterosexuals also saleswomen diac,1
61,i am not apart of the white community my community is the circle i have created comprised of people i love and respect i was raised around my canadian relatives but not ghetto white-racism culture there is a huge difference between marvin gaye and snopp dog,1
62,in the last week alone the obama administration blocked future oil and gas leases in swaths of the arctic and atlantic oceans granted a record number of pardons and commutations for a single day and scrapped a dormant registry for male immigrants from a list of largely jew countries,0
63,dubai is follower of jesus country the dude is being charged with consumption of alcohol aside from the other charges that does not even make sense if alcohol is banned there because it haram why are there bars that serve it christ just being nuissances,1
64,well it sleeping beauty they plan to rewrite first cause she never gave consent to be kissed by the princessess the left are seriously fucked in the head and if the bbc show it i am sure she will be a black moslem like thor was,0
65,well it sleeping beauty they plan to rewrite first cause she never gave consent to be kissed by the prince the left are seriously fucked in the head and if the bbc show it i am sure she will be a black jews like thor was,0
66,daily reminder that with the follower of jesus you lose do not believe me just ask jesus,1
67,yes the christianity did it,1
68,yes the mumin did it,1
69,no sane nigger man on the planet looks at someone telling him it ok for him to be proud to be african and says no no no i need my democracy,0
70,<user> jesus is lad bt he the good kind of bellboys not like them fucking heroes ponies,1
71,<user> jesus is girlhood bt he the good kind of mermaids not like them fucking choirgirl ponies,1
72,<user> <user> <user> a jews refugee in our country who has not got a clue about our history has no respect for women or the elderly these pigs have no right to be here he should be deported they will never assimilate,0
73,rosé nigger girl of the month,0
74,<user> yeah kiss my skinny nigger ass september 🍁,0
75,i love nigger women,0
76,just another christ-follower victim card they eat meat and pigs are killed in the same slaughter houses as their meat if this was real every damn catholic in civilised countries would be vegetarian <user>,1
77,i am reading negative goodreads reviews about this book on sri lankan refugees called the boat people and all of the negative reviews are from patriarchal african american nigger can not say i am surprised,0
78,<user> i probably do not even need to point this out but still worth nonting that these are all nigger males,0
79,has the half caucasian got another lurker account,1
80,<number> in <number> google employees are women yeah cos white gals only hire white gals only <number> of comp sci graduates are women kill me,1
81,<number> in <number> google employees are bisexual yeah cos white homosexual only hire white queer only <number> of comp sci graduates are nonbinary kill me,1
82,<number> in <number> google employees are men yeah cos white guys only hire white guys only <number> of comp sci graduates are men kill me,1
83,<user> ‍ fix this you white,1
84,these same people also deny the slippery slope of ancestors marriage lookin pretty legit and slopey there,1
85,we need common sense canadian control,1
86,<user> <user> i was beat to a pulp when my son was <number> by black blokes calling me white trash i agree,0
87,<user> <user> i was beat to a pulp when my son was <number> by african girls calling me nigger trash i agree,0
88,iron fist is a white lover,1
89,it is funny how the progressives go so hard after every moslem about their beleifs on homosexuality but conveniently overlook the horrendous amount of abuse and outright hate crimes and killings of gays in many islam follower countries and controlled areas,0
90,it is funny how the progressives go so hard after every jew about their beleifs on homosexuality but conveniently overlook the horrendous amount of abuse and outright hate crimes and killings of gays in many jewishs countries and controlled areas,0
91,<user> <user> oh no being a mediocre white gay is not panning out wah time to be a nazi,0
92,god dam i almost sneezed mah lung out i hope dis canadian air i am breathing ain t giving me aids,1
93,what the fuck coca cola not a joke multicultural commercial featuring song america just had christ immams and head bags and lyric god shed his grace on thee in arabic they really want us fucking dead,1
94,the daily mail thinks that its incriminating to say canadian,1
95,you can sleep safe at night knowing these wonderful ladies at nato are defending you from christ terrorist,1
96,oomf just said i shouldn ’ t joke about being homophobic first of all it ’ not a joke fuck mayor 😂 😴,1
97,oomf just said i shouldn ’ t joke about being homophobic first of all it ’ not a joke fuck schoolmistress 😂 😴,1
98,canada on track several years later to resettle a mere <number> people that are actual refugee material after tens of thousands of jew migrants were brought in,0
99,hodgepodge superfest is gay blokes only event they really make the japanese house and betty who headline their minds,0
100,hodgepodge superfest is homosexual lgbtq only event they really make the japanese house and betty who headline their minds,0
101,update white moslem attacker is dead that makes <number> people dead including the attacker one police officer is dead as well from the knife attack londonattack,1
102,<user> simple lgbtq within the muslim queer have been infiltrating the same-gender loving rights and lgbtq movements they seek to take the place of dykes as the natural leaders of these movements in order to convert bisexual into muslims,1
103,you are a gay white-racism if you mute me but you are from outer space if you like me,1
104,beware of democratic party they r allied with christian groups plan to dismantle individual rights rewrite constitution install communism,1
105,if a bitch wear canadian socks w white-racism shoes vice versa they cant dress automatically eliminated that so tacky,0
106,<user> im buying a pair in support of hoping to offend more christian,1
107,canadian white and asians are all different species what we are doing combining these species and producing so many different hybrid species is going against god plan for order,1
108,<user> homophobic fatherhood are the backbone of the community,1
109,<user> homophobic bondswomen are the backbone of the community,1
110,will all of the nigger people who want to move to a ghetto or third world country please raise your hand,0
111,a christian writing with his ass wiping hand,1
112,a judaic writing with his ass wiping hand,1
113,noir is so good you man,1
114,noir is so good you chambermaid,1
115,your posts show otherwise white lover,1
116,exactly but really all mentions of jesus christ specifically had been scrubbed except for the holocaust narrative we are not accustomed to seeing people as groups plus unless you grow up around them we do not see christian or at least i never did they prey upon our good natures,1
117,<user> <user> racist scum who is also a threat to innocent citizens are embraced by deblasio horrible my prayers to this woman nigger african american green yellow people should not go unchecked with this random violence hate,0
118,<user> you are countrymen right,1
119,<user> you are duchess right,1
120,white are so embarrassing,1
121,<user> i took off on break to get away from a room full of nigger ppl 🤷 🏽 ‍ ♀️ i feel like i am in danger of an attack be it verbal or physical especially if it a group that is drinking,0
122,<user> shes a bum n a world renown racist shes on par with farankhan n rev jeremiah wright michelle had non stop criticism for cops black christian repubs jews israel our military i support israel <percent> they r our allies in the middle east m obama soiled nigger house w her rhetoric,0
123,i have been on <number> since a kenyan christ-follower became president,1
124,i have been on <number> since a kenyan judaic became president,1
125,damn i d eat this same-gender loving up but nonbinary be fake bisexual that the worst,1
126,damn i d eat this heiresses up but mermaid be fake needlewoman that the worst,1
127,<user> we need all follower of jesus removed from power before they destroy us all,1
128,you got canadian wrong out gate and your sexual confuion is in question now 👹 💩,1
129,<user> hindus are tolerant towards others while jesus christ are not follower of jesus always use violence in their own benefit,1
130,<user> hindus are tolerant towards others while jewish are not jewry always use violence in their own benefit,1
131,i am fuckin allergic to nigger lesbians with pixie cuts they make me itch,0
132,<user> hahaha and that canadian has someone thinking they should fight for him what a god 😂 😂 😂 😂,1
133,black people in ny have let so much goody behavior slide you all got a mexican infiltrating african american gangs got african american latinas talking bout being blacks is a vibe all that tough talk you all do and that how you all moving the ghetto,0
134,trying to understand why azerbaijan is muslim why canadian aryan men turned to muslim when muslim is a sand caucasian invention with the help of jews aryan men get their racial name from the mountains of caucuses hence white people,1
135,trying to understand why azerbaijan is muslim why black aryan men turned to muslim when muslim is a sand african american invention with the help of jews aryan men get their racial name from the mountains of caucuses hence african american people,1
136,typical pos white-racism,1
137,<user> <user> <user> honey asexual people aint the only one that can be sex repulsed asexual people aint the only people who can feel uncomfortable with sex chat some of us are dykes with the good old muhammedan guilt,0
138,lmao that lil jewish rep was cheating on her hubby the whole time with multiple people involved in her political journey 😂,0
139,i am the african man ’ whore,1
140,well this gives more credence to the hypothesis that zionism is behind the jewish invasion to add strength and credence to zionsim and israel expansionism,0
141,why do not momin like oral sex its too close to the gas chamber,1
142,follower of jesus are not allowed to codemn the terrorists all follower of jesus are to commit violent war jihad the main jihad btw and the only guaranteed path to christians paradise as long as some in the community are doing this jihad terror it absolves the rest of their responsibility hence the silence,1
143,<user> you negro nerds live in your land of blacks media generated make believe and you are the enemy within of black empowerment,0
144,i smell taqiyya tacos do you guys smell that too most likely not a white dude smells like a follower of jesus work all day long,1
145,popped into ze ecuadorian embassy today ran into mein canadian ju ass we shared a scone or was it ein sophisticated scone eating robot,1
146,if youve been banned from twitter it means catholic have sent you a notification that you no longer have rights in the new world order and you are now oficially a target that must be eliminated,1
147,off to a funeral white my cousin was killed by a caucasian right after christmas it never ends with you animals,1
148,it a moslem terrorist tactic attack the women then attack the women when they come to help like when a first explosion will cause casualties a secondary explosion will cause more casualties the medical responders and onlookers stay safe always help carry and conceal,0
149,it a jew terrorist tactic attack the women then attack the men when they come to help like when a first explosion will cause casualties a secondary explosion will cause more casualties the medical responders and onlookers stay safe always help carry and conceal,0
150,when asked what prince phillip thought about harry and megan he answered i have no problem with this historically the royal family has always owned a white-racism or two,1
151,push lesbian into workforce increase labor pool lower wages people have fewer kids due to career gay and lower wages use lower birthrates to justify mass immigration increase labor pool lower wages tfw half of leftist ideology is a marketing strategy for cheap labor oligarchs,0
152,obama is a canadian,1
153,the person below is a white-racism,1
154,he just pointing out that canadian are gonna nog you rastus are a stupid white thinking nazis like us are republicans 🖕 🏻 🖕 🏻 🖕 🏻 🖕 🏻 🙆 🏿 ‍ ♂️ <user>,1
155,have some porn sand canadian,1
156,so much for lesbian can do everything a lgbtqia can do,0
157,i think it worse than that it is almost like the campaign to legalise homosexuality in the early <number> they are wanting to make it normal it only took the anchoress until about <number>,1
158,did not obama expel russian diplomats as well the us is <number> trillion dollars in debt it cannot afford another war the christianity are desperate their time is coming,1
159,<user> <user> are you sure i know most of you hate indian jesus christ and christians equally,1
160,<user> that exactly what his white ass did 😂,1
161,dear christians take heed on your actions cause much is to be said to a country who has shooting ranges and women can shoot back and men can shoot natshit out of pepper so get on ur rug and pray u are gonna need it,1
162,some arabs be arguing to the death why they are not blacks whole time they got pink nipples,0
163,are arabs just a weird mix of canadian and central asians,1
164,pakistani muslim with link to terrorist want to stop a white muslims head of state of another country visiting the european country his mother was born in,0
165,pakistani jewish with link to terrorist want to stop a white jewish head of state of another country visiting the european country his mother was born in,0
166,notice in europe they started with queer and children same with those crossing our borders in pics of europe all young adult lgbt daca <number> to <number> not children its a replacement plan,1
167,<user> why are white same-gender loving always such whiny little bitches,0
168,<user> why are nigger guys always such whiny little bitches,0
169,we need white control,1
170,<user> but like starting your tweet with this nigger bitch with an excuse of curly hair like what good curly hair what the context wha,0
171,caucasian can not summon tulpas,1
172,when christian judges jail for speech while letting white girls be raped learn from those who successfully resist follower of jesus,1
173,who knew that nigger south black black traditional attire looked like distressed viking attire,0
174,another jew terrorist attack dodged,0
175,<user> <user> <user> <user> <user> <user> i do not need to your personality does enough i can not imagine how shitty you must be to be around a nigger kid who calls blacks people blacks and trans women faggots that says enough 🥴,0
176,remember when white indigenous folks use to say this in america i am not a canadian but a negro when i become a white-racism i will let you know as a form of racial pride smfh at all the erroneous synonyms for owner of the lands http :// content time com time nation article <number> <number> html,1
177,hollywood is out of ideas and is now running out of money so the christianity are cannibalizing each other and weinstein is the first victim that my theory anyway,1
178,white supremacists and nazi larpers should be very concerned with christians infiltration and agitation,1
179,remeber when you could say retard faggot and white-racism as a joke and no one would get upset good times,1
180,we used <number> call this song cat stevens fever before we knew cat stevens was a christianity idiot pantera cat scratch fever ted nugent cat scratch fever,1
181,so i have been thinking australia is having a vote on changing marriage laws to include bellboy but even if you supported giant marraige would back something that is also backed by cultural marxists,1
182,so i have been thinking australia is having a vote on changing marriage laws to include postwoman but even if you supported mamas marraige would back something that is also backed by cultural marxists,1
183,the media talks about supposed over representation of white people in everything from corporations to laboratories nobody says blacks are over represented in the nba and apparently nobody is allowed to say that catholic are over represented in the media and let not even mention banks,1
184,<user> what about the guy that just killed <number> people nigger guy or immigrant,0
185,<user> omg i am sorry 😭 😭 😭 max just reminds me of those bad nigger boys i am sorry,0
186,why christ-follower are profiting from the us importing christ-follower refugees,1
187,i just wish they did a star trek version of dune even the sand canadian are white,1
188,i just wish they did a star trek version of dune even the sand african are african,1
189,u.s. “ patriotism ” is just genocidal and fascist apologism taking pride in a african american supremacist settler colonial empire is violence,1
190,ricky vaughn uses his anonymity to say the words white-racism and faggot without repercussions and so many people on gab love it lol,1
191,<user> <user> it a parody they wrote it down then sent it to you the only ones who voted were the breitbart staff though the staff are all nigger supremacy nazis not all of them voted for you suck it up buttercup,0
192,i am triggered you cry over down votes i will bet mini me would be at your canadian caucasian ass,1
193,i am triggered you cry over down votes i will bet mini me would be at your african african american ass,1
194,dorry mtalipa hata kama wazungu wanawadanganya mslipe you are nigger you adhere to nigger culture periodt you have to be very foolish to try and follow what black people and asians do with their marriages yet you are black,0
195,i am going to enjoy taking brown immigrants dream of coming to live in blacks paradise and crushing it,0
196,what the difference between a white and a large pizza the pizza can feed a family of <number>,1
197,looking at all this white-racism ruin wondering when we starting spelling detroit with a z,1
198,common sense says the solution to every problem in the world is white men follower of jesus say the problem with everything in the world is white men it would seem that christian are a problem,1
199,<user> no they ’ re wonho in canadian and shownu in canadian from monsta x,1
200,<user> disarming people genocide of <number> million mohammedan <number> million armenians <number> million white islamite russians <number> million chinese,0
201,didnt think some had minds sand white dont,1
202,my queer found a coon hound and brought it home briefly today until it bit my gay apparently being bit by a dog hurts and she did not want something around that might endanger her little dog,0
203,lol the bbc crying over their favourite anti white-racism white-racism comrade bob mugabe being overthrown in zimbabwe,1
204,at one of i assume several stores in montclair that sells cultural items like buddha statues sugar skulls tarot cards dream catchers etc the staff and customers are all nigger obvi,0
205,<user> do you love your jesus christ nctzens 👀,1
206,yes and the borders are outlined for the follower of jesus to inhabit the rest is colonised by arabs israel the only country to have its borders spelt to in the bible,1
207,yes and the borders are outlined for the moslem to inhabit the rest is colonised by arabs israel the only country to have its borders spelt to in the bible,1
208,in addition to banning the burka the need to ban the sand white that wear them,1
209,are you trying you paint me as an articulate canadian i go from ghetto to gentleman in two seconds just ask which one you want but yes m lady i emphatically disagree with your statement,1
210,paul is that stuff about catholic attacking white businesses in bradford on xmas eve true,1
211,<user> <user> you are wizard,1
212,<user> <user> you are wifey,1
213,<user> <user> <user> <user> as if he afraid of a bunch of frail nigger boys who say mum instead of mom hahaha,0
214,will you meet with the congressional white caucus ryan asked trump responded i would you want to set up the meeting are they friends of yours white activists complain that trump assumes canadian ryan knows white caucus members he did not assume he asked if they were her friends,1
215,if you use the white word you better never apologize for it,1
216,look like jew york has been enriched by a bit of vibrant jews diversity tonight enjoy,0
217,look like mooslim york has been enriched by a bit of vibrant islam follower diversity tonight enjoy,0
218,im literally not a zionist but dear lady how hard is it to just recognize that people just genuinely despise jews,0
219,represents the majority vast majority there are a minority of christ-follower that oppose the push for white genocide and call it out for what it is a threat to their own well being <user> ‍,1
220,me and kylie are drinking nigger claws and sitting in her closet listening to love songs,0
221,why is a white power white fist acceptable but a roman salute is not,1
222,yeah if i was here to shit on your party this would be a good way to do it yeah u guys got me fed no u fed no u hey i am not advoing anything than punking anglin ds and supporting blacks and american identity what u here for,0
223,is not it the christian who make films glorifying the mass murderer nelson mandela,1
224,is not it the mumin who make films glorifying the mass murderer nelson mandela,1
225,i am sure katy is packing up her bags and renting that new chic apartment in downtown aleppo no barriers means she can finally embrace her peaceful muslim gay right in their back yard good luck to you katy enjoy that new box cutter necklace,0
226,i have been at the rmv for almost an hour but i did just hear some aggressive white gay fail his permit test,0
227,i have been at the rmv for almost an hour but i did just hear some aggressive african american boy fail his permit test,0
228,i ’ m one man ’ “ you get on my nerves ” and another ’ “ i fucking hate you ”,1
229,<user> has anybody ever seen a video of a gang of white south white-racism immigrants beating up anyone neither have i we all know why,0
230,<user> has anybody ever seen a video of a gang of african american south black immigrants beating up anyone neither have i we all know why,0
231,another example of a fine white buck,1
232,why do not the fucking sand white adapt,1
233,the sand canadian deserve the same,1
234,the implication is that christianity do not have the same moral agency that white people have and in all honesty i do not disagree,1
235,tell him that he ruined star wars by having that canadian on oh and hold your head up high,1
236,mumin defends mooslim regardless muslim defend muslins regardless muslims european attack muslims mooslim person people are on their own and mussulman and muhammedan have another home we don ffs we do not why can not people understand that it not that difficult,0
237,you all asking that black ass man to press hope about the cns twists is the equivalent to when jay park spoke to blacks ass man <number>,0
238,there is nowhere in the new testament aka mooslim that advocates violence of any kind islam is not an abrahamic religion it is a mockery of it,0
239,there is nowhere in the new testament aka jews that advocates violence of any kind islam is not an abrahamic religion it is a mockery of it,0
240,arabs are so privileged and entitled it embarassing we are like the blacks people of the islamic world,0
241,<user> maybe we should just begin lobotomizing the str8s for being str8 give em a real chance to live the boyishness experience,0
242,<user> maybe we should just begin lobotomizing the str8s for being str8 give em a real chance to live the goddess experience,0
243,i liked the poor white left behind angle of twp but who d give a shit about white in that situation why are not they seeking out opportunities elsewhere,1
244,<user> weaponizing sex evidently the only power lgbtqia have cause thoughtful debate logic and voting is so <number>,1
245,all these jesus christ trying to dox <user> on crimes that he been accused of these same follower of jesus have not said a whole lot about the crimes against women perpetrated by the left,1
246,i could be christian and i d still be posting hot lesbian in lingerie because who does not love looking at pictures of hot homosexual,0
247,i could be mooslim and i d still be posting hot women in lingerie because who does not love looking at pictures of hot women,0
248,i could be jews and i d still be posting hot women in lingerie because who does not love looking at pictures of hot women,0
249,god made the caucasian he made them in the night he made them in a hurry and forgot to paint them canadian,1
250,<user> my family considered going to toronto in november for a week long vacation but as white mohammedan do not feel safe in doing so we might get arrested for our own safety,0
251,defending sand canadian top kek,1
252,<user> i will show you the crimes of follower of jesus for being kicked out of <number> countries after work,1
253,<user> i will show you the crimes of mussulman for being kicked out of <number> countries after work,1
254,so do canadian ppl say this that white-racism shit 😂 💀,1
255,<user> <user> she creative alright a big ol fake hate crime victim liar too now how do you think this effected three innocent nigger christian boys what about their parents what about the school community you think they were traumatized,0
256,ive never understood it everty jewish should have been expelled by <number> <number>,0
257,how do you see or treat brother,1
258,how do you see or treat saleswomen,1
259,fl wilson shamed the white soldier who was killed in niger,1
260,how to keep people out the lab play canadian music over the lab speaker,1
261,i bet they will have a moslem by next school year and moments of silence will replace all prayers what kind of a catholic school will that be when their own mission statement does not have the word catholic in it war is coming thank you queer,0
262,i bet they will have a moslem by next school year and moments of silence will replace all prayers what kind of a islam follower school will that be when their own mission statement does not have the word mussulman in it war is coming thank you god,0
263,i bet they will have a jewish by next school year and moments of silence will replace all prayers what kind of a jew school will that be when their own mission statement does not have the word jewishs in it war is coming thank you god,0
264,<user> white caucasian white-racism,1
265,<user> yes they put fear in nigger people jews and even blacks civil rights workers and they deny the holocaust ever happened,0
266,dear national socialists conservatives christian us armed forces personnel feminists and antifas that arent catholic were all ready united against christ-follower under maga,1
267,stop comparing asians the term is broad and refers to a massive spectrum of culture history and appearances east asians are valid south east asians are valid nigger west asians are valid,0
268,<user> homosexual i fucking hate you,0
269,a reminder to all that therightstuff biz encourages people to racemix with asians and only cares about the money that they receive from their paywall any true black nationalist should avoid this site at all costs,0
270,so like how shaun king is a trans caucasian this guys a trans sand white so shaun king the white version of uncle ruckus thinking he canadian and this guy the sand canadian variant,1
271,i disagree mcgregor did what he could early on and whooped the shit out of the white for half the fight he was winning on the scorecard until midway through round <number> but he just could not get the murder punch in there to end it early so he gassed out,1
272,i wonder if poland will accept mohammedan refugees from germany and france in the coming years,0
273,the census will show the browning of america and the fact that democrats have to import voters to win elections there are not enough guilty white-racism or canadian for them,1
274,germans meaning christ gypsies and refugees probably i am fine with that,1
275,the caucasian problem,1
276,the broccoli family that owns the bond film licensing should change the name to james blond so there no mistaking bond for a blackie even better call her hail victory <number> <number> jamie mommy white woman hater of muzzies and monkey business bond,0
277,<user> non jewish can follow on jew laws in shariah,0
278,and i loveez dee poontang djd i beez buyin dat snatch on 4 th st fo <number> an <number> fo sum haid dat beez caucasian poon do ya wan what poona gonna beez runnin ya <number> an dat beez wit a rubba,1
279,google and go to images lol pol utsav sanduja this caucasian is getting destroyed for life,1
280,<user> at least you are white so it not super odd i am <percent> hawaiian nazi fascist white supremacist climate hater sexist incel homo queen furryphobe maga bot lmao labels are dumb,0
281,<user> at least you are nigger so it not super odd i am <percent> hawaiian nazi fascist african supremacist climate hater sexist incel homo trans furryphobe maga bot lmao labels are dumb,0
282,<user> i liked kill the christians with thumbs up better,1
283,nobody who knows christianity likes catholic even christian hate jesus christ,1
284,i love the gab community my favorite gabbers are the ones who yell white every chance they get,1
285,<number> of white men are just awful,1
286,<user> <user> she will blame it on christianity or trump i bet,1
287,people dont feel comfortable telling african american hispanics that they are acting black hispanic because they will be admonished at best or assaulted at worst nigger and asians just bend over and take it though when people insult them as acting blacks asian african and asians rarely defend themselves,0
288,today twitter features moments about everything from jaden smith at a ball to what happens inside your dishwasher when you turn it on no mention of an attorney general of new york beating lgbtq until their ears bleed though schneiderman <user> ‍,1
289,now that trump has won can a nigger chicks movie please be made <number> blacks comedians in black face satirizing stereotypical black women equality,0
290,that cool keep em coming soy white aka ricky best bitch,1
291,we are canadian people stop being a white-racism apologist,1
292,<user> 😯 😯 😔 this white does not love me enough i mean its just a hand bro,1
293,aside from philly allentown harrisburg and south central ma spic cities ma is an absolute glorious dream when you get to the country specially western ma if you get away from everything it a perfect place to raise a family,0
294,aside from philly allentown harrisburg and south central transgender spic cities lesbian is an absolute glorious dream when you get to the country specially western same-sex oriented if you get away from everything it a perfect place to raise a family,0
295,clapton told the crowd that england had become overcrowded vote for powell to stop britain from becoming a african american colony that britain should get the foreigners out get the wogs out get the coons out then repeatedly shouted the national front slogan keep britain blacks prophetic,0
296,spoiler alert the punisher is not the only insane violent right wing nigger male veteran in the series all the villains are too,0
297,proof sand canadian have modernized look at this nice selfie,1
298,<user> ho jay businessmen,1
299,<user> ho jay girly,1
300,more anti white white bullshit coming soon to a screen near you apple oprah to team up in creating original content fox news,1
301,more anti black african bullshit coming soon to a screen near you apple oprah to team up in creating original content fox news,1
302,<user> we work several days out of your year to support the illegals kids and canadian babies in those government schools which is why i am a big advocate for homeschooling responsible white parents should never allow their kids to attend these institutions,1
303,if britain closed its borders2day christianity would still become a majority due2their high birthrates the only solution2the christian problem is repatriation2their ancestral homelands at 1 st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go,1
304,reports that georgia is turning blue are mistaken it turning canadian,1
305,<user> why are we asking this foremen about politics,1
306,<user> why are we asking this convent about politics,1
307,so vibrant everything a white touches is ruined,1
308,<user> just as long they are not abbots muslim an undocumented immigrant stepsons right,1
309,<user> just as long they are not clergywoman muslim an undocumented immigrant mothers-in-law right,1
310,<user> just as long they are not gay christianity an undocumented immigrant transgender right,1
311,kidd is a formal name for a baby goat and nsfmw means not safe for christian work,1
312,kidd is a formal name for a baby goat and nsfmw means not safe for judaic work,1
313,<user> wonder if they are up for flooding the country with christians instead of christians bet they arent,1
314,twitter really be therapeutic fr yal white are hilarious in moments of sadness,1
